Section_Name,Content,Approved/Disapproved,Blanks,signature,final_response,Content_modified,Category,Entity Dictionary,Final_signature
Biomarker Testing Needed for this Study,"All information collected from your biomarkers, as described in this Information Sheet and Informed Consent Form, will be kept confidential. For details, see Ã¢ÂÂ8. The fact that your privacy will be protectedÃ¢ÂÂ and Ã¢ÂÂ9. The fact that personnel of the company sponsoring the clinical trial (monitors, auditors), members of the institutional review board of this hospital that reviews clinical trials, and some limited personnel from domestic and foreign regulatory authorities may view your hospital records, on condition that your privacy should be protected.Ã¢ÂÂ",,,yes,yes,"All information collected from your biomarkers, as described in this Information Sheet and Informed Consent Form, will be kept confidential. For details, see Ã¢ÂÂ8. The fact that your privacy will be protectedÃ¢ÂÂ and Ã¢ÂÂ9. The fact that personnel of the company sponsoring the clinical trial (monitors, auditors), members of the institutional review board of this hospital that reviews clinical trials, and some limited personnel from domestic and foreign regulatory authorities may view your hospital records, on condition that your privacy should be protected.Ã¢ÂÂ
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Biomarker Testing Needed for this Study,The Additional Research Samples (Optional) will be for the additional research that you voluntarily participate in. The samples taken for the additional research are the following:,,,yes,yes,"The Additional Research Samples (Optional) will be for the additional research that you voluntarily participate in. The samples taken for the additional research are the following:
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Biomarker Testing Needed for this Study,Bullet- Blood (Remaining samples taken from required tests will be used.),,,yes,yes,"Bullet- Blood (Remaining samples taken from required tests will be used.)
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Biomarker Testing Needed for this Study,Bullet- Tumor tissue (Remaining tissue submitted for required tests will be used.),,,yes,yes,"Bullet- Tumor tissue (Remaining tissue submitted for required tests will be used.)
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Biomarker Testing Needed for this Study,"If you would like to participate in the Additional Research (Optional), please indicate your selection by checking the box in the Informed Consent Form. If you participate in additional research, participation in analysis that do not include genetic information is required, and you can choose whether you participate in analyzing genetic information or not.",,,yes,yes,"If you would like to participate in the Additional Research (Optional), please indicate your selection by checking the box in the Informed Consent Form. If you participate in additional research, participation in analysis that do not include genetic information is required, and you can choose whether you participate in analyzing genetic information or not.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Biomarker Testing Needed for this Study,"For further details on the analyses which reveal the genetic information, please also refer to the Information Sheet and Informed Consent Form for Ã¢ÂÂGenome Analysis Research.Ã¢ÂÂ",,,yes,yes,"For further details on the analyses which reveal the genetic information, please also refer to the Information Sheet and Informed Consent Form for Ã¢ÂÂGenome Analysis Research.Ã¢ÂÂ
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Biomarker Testing Needed for this Study,"Protocol Title: A Randomized, Multi-center, Phase 3 Study of Nivolumab in Combination with Ipilimumab Compared to Sorafenib or Lenvatinib as First-Line Treatment in Participants with Advanced Hepatocellular Carcinoma (Protocol Number: CA2099DW)",,,yes,yes,"Protocol Title: A Randomized, Multi-center, Phase 3 Study of Nivolumab in Combination with Ipilimumab Compared to Sorafenib or Lenvatinib as First-Line Treatment in Participants with Advanced Hepatocellular Carcinoma (Protocol Number: CA2099DW)
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Biomarker Testing Needed for this Study,"Study Site Name: Hiroshima University Hospital	Document Date: 17FEB2020 Version 1",,,yes,yes,"Study Site Name: Hiroshima University Hospital	Document Date: 17FEB2020 Version 1
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Biomarker Testing Needed for this Study,CA2099DW_Main SIS-ICF_Japan_0177_V2.1.1_17Feb2020_ENG 9,,,yes,yes,"CA2099DW_Main SIS-ICF_Japan_0177_V2.1.1_17Feb2020_ENG 9
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Biomarker Testing Needed for this Study,"Protocol Title: A Randomized, Multi-center, Phase 3 Study of Nivolumab in Combination with Ipilimumab Compared to Sorafenib or Lenvatinib as First-Line Treatment in Participants with Advanced Hepatocellular Carcinoma (Protocol Number: CA2099DW)",,,yes,yes,"Protocol Title: A Randomized, Multi-center, Phase 3 Study of Nivolumab in Combination with Ipilimumab Compared to Sorafenib or Lenvatinib as First-Line Treatment in Participants with Advanced Hepatocellular Carcinoma (Protocol Number: CA2099DW)
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Biomarker Testing Needed for this Study,"Study Site Name: Hiroshima University Hospital	Document Date: 17FEB2020 Version 1",,,yes,yes,"Study Site Name: Hiroshima University Hospital	Document Date: 17FEB2020 Version 1
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Biomarker Testing Needed for this Study,"Abbreviations: CT, computed topography; MRI, magnetic resonance imaging",,,yes,yes,"Abbreviations: CT, computed topography; MRI, magnetic resonance imaging
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
CA2099DW_Main SIS-ICF_Japan_0177_V2.1.1_17Feb2020_ENG 10,,,,yes,yes,"
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Follow-up,"After Day 100 (ÃÂ±7 days) Follow-up Visit, you will have subsequent follow-up visits every 3 months until you leave the study or the study ends. Those follow-up visits may be performed through a telephone call. Your survival status will be recorded, you will be asked about any additional cancer therapies you receive after the study treatment is stopped, and you will be asked to answer survey questions about your health and activities you are able to perform.",,,yes,yes,"After Day 100 (ÃÂ±7 days) Follow-up Visit, you will have subsequent follow-up visits every 3 months until you leave the study or the study ends. Those follow-up visits may be performed through a telephone call. Your survival status will be recorded, you will be asked about any additional cancer therapies you receive after the study treatment is stopped, and you will be asked to answer survey questions about your health and activities you are able to perform.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Follow-up,"In the event it is necessary to further evaluate the safety or efficacy of the drug, it may be necessary to have access to additional information about your health status. Your study doctor may attempt to obtain study-related information about your health from you by phone or letter.",,,yes,yes,"In the event it is necessary to further evaluate the safety or efficacy of the drug, it may be necessary to have access to additional information about your health status. Your study doctor may attempt to obtain study-related information about your health from you by phone or letter.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Follow-up,If Your Study Doctor Cannot Locate You,,,yes,yes,"If Your Study Doctor Cannot Locate You
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Follow-up,"If your study doctor needs to follow up with you but cannot find you, <he/she> may try to learn your new address, telephone number or current health status by calling or writing to the person(s) named as your secondary contact(s).",,,yes,yes,"If your study doctor needs to follow up with you but cannot find you, <he/she> may try to learn your new address, telephone number or current health status by calling or writing to the person(s) named as your secondary contact(s).
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Follow-up,"If your study doctor cannot obtain information through your secondary contact(s), he or she may ask for the assistance of a third-party representative and may share with that representative limited information about you, such as your name and last known address. The representative will consult public sources, such as public health registries and databases, to obtain your current contact information. The representative will only share this information with the study doctor, to help <him/her> complete the follow-up stage of the trial. No one but the study doctor or a member of <his/her> team written in this Information Sheet and Informed Consent Form will contact you or your family members.",,,yes,yes,"If your study doctor cannot obtain information through your secondary contact(s), he or she may ask for the assistance of a third-party representative and may share with that representative limited information about you, such as your name and last known address. The representative will consult public sources, such as public health registries and databases, to obtain your current contact information. The representative will only share this information with the study doctor, to help <him/her> complete the follow-up stage of the trial. No one but the study doctor or a member of <his/her> team written in this Information Sheet and Informed Consent Form will contact you or your family members.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Expected effects and risks of the study drug,Expected effects,,,yes,yes,"Expected effects
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Expected effects and risks of the study drug,Nivolumab and ipilimumab may or may not provide improvement of your liver cancer. Knowledge gained from this study may also be of help for other patients with cancer in the future.,,,yes,yes,"Nivolumab and ipilimumab may or may not provide improvement of your liver cancer. Knowledge gained from this study may also be of help for other patients with cancer in the future.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Expected effects and risks of the study drug,"Sorafenib and lenvatinib have both been approved for the treatment of patients with advanced liver cancer not previously treated with any drug therapy. If you receive sorafenib or lenvatinib, benefits may be expected; however, there is no guarantee that these drugs will work for you. You might not benefit from the treatment, but you will still receive the standard of care for your disease.",,,yes,yes,"Sorafenib and lenvatinib have both been approved for the treatment of patients with advanced liver cancer not previously treated with any drug therapy. If you receive sorafenib or lenvatinib, benefits may be expected; however, there is no guarantee that these drugs will work for you. You might not benefit from the treatment, but you will still receive the standard of care for your disease.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Expected effects and risks of the study drug,"Nivolumab alone has been approved by the US FDA for the treatment of patients with advanced liver cancer who have been previously treated with sorafenib. However, the benefit of nivolumab in combination with ipilimumab followed by nivolumab alone has not yet been proven in liver cancer. The investigational treatment may effective in delaying the growth of your cancer, but it is also possible that you do not experience the expected benefit. You might not benefit from the treatment, but still receive careful monitoring of your physical condition, frequent visits with a study doctor, and have an opportunity to help others by contributing to a scientific investigation. Your condition will be checked as long as your participation in the study lasts. However, medical services provided and evaluations performed as part of the study should not be seen as a substitute for a careful evaluation, ongoing medical care, or follow-up by your primary doctor.",,,yes,yes,"Nivolumab alone has been approved by the US FDA for the treatment of patients with advanced liver cancer who have been previously treated with sorafenib. However, the benefit of nivolumab in combination with ipilimumab followed by nivolumab alone has not yet been proven in liver cancer. The investigational treatment may effective in delaying the growth of your cancer, but it is also possible that you do not experience the expected benefit. You might not benefit from the treatment, but still receive careful monitoring of your physical condition, frequent visits with a study doctor, and have an opportunity to help others by contributing to a scientific investigation. Your condition will be checked as long as your participation in the study lasts. However, medical services provided and evaluations performed as part of the study should not be seen as a substitute for a careful evaluation, ongoing medical care, or follow-up by your primary doctor.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Expected effects and risks of the study drug,Risks/Possible Adverse Drug Reactions,,,yes,yes,"Risks/Possible Adverse Drug Reactions
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Expected effects and risks of the study drug,"Treatments for cancer often have side effects, including some that are life threatening or fatal. There is a possibility that death will occur because of the study treatment or its side effects. There may be additional unknown risks.",,,yes,yes,"Treatments for cancer often have side effects, including some that are life threatening or fatal. There is a possibility that death will occur because of the study treatment or its side effects. There may be additional unknown risks.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
"If you experience severe side effects associated with the study drug, your study doctor may prescribe medications to treat the side effects, future treatments may be delayed or interrupted, or treatment may be stopped permanently. Any significant new findings that develop during the course of the study and may relate to your",willingness to continue participation will be provided to you. You must inform your study doctor or study coordinator immediately about any possible side effects you experience.,,,yes,yes,"willingness to continue participation will be provided to you. You must inform your study doctor or study coordinator immediately about any possible side effects you experience.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
"If you experience severe side effects associated with the study drug, your study doctor may prescribe medications to treat the side effects, future treatments may be delayed or interrupted, or treatment may be stopped permanently. Any significant new findings that develop during the course of the study and may relate to your","Based on what we have learned up to this point about study drugs, the following adverse drug reactions are known.",,,yes,yes,"Based on what we have learned up to this point about study drugs, the following adverse drug reactions are known.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
"If you experience severe side effects associated with the study drug, your study doctor may prescribe medications to treat the side effects, future treatments may be delayed or interrupted, or treatment may be stopped permanently. Any significant new findings that develop during the course of the study and may relate to your",Nivolumab in combination with ipilimumab,,,yes,yes,"Nivolumab in combination with ipilimumab
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
"If you experience severe side effects associated with the study drug, your study doctor may prescribe medications to treat the side effects, future treatments may be delayed or interrupted, or treatment may be stopped permanently. Any significant new findings that develop during the course of the study and may relate to your","Nivolumab in combination with ipilimumab may cause one or more of the side effects listed below. This information is based on data obtained from patients with cancer in other clinical trials with nivolumab and ipilimumab. In addition, there may be side effects that are not yet known that may occur.",,,yes,yes,"Nivolumab in combination with ipilimumab may cause one or more of the side effects listed below. This information is based on data obtained from patients with cancer in other clinical trials with nivolumab and ipilimumab. In addition, there may be side effects that are not yet known that may occur.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
"If you experience severe side effects associated with the study drug, your study doctor may prescribe medications to treat the side effects, future treatments may be delayed or interrupted, or treatment may be stopped permanently. Any significant new findings that develop during the course of the study and may relate to your",Nivolumab alone,,,yes,yes,"Nivolumab alone
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
"If you experience severe side effects associated with the study drug, your study doctor may prescribe medications to treat the side effects, future treatments may be delayed or interrupted, or treatment may be stopped permanently. Any significant new findings that develop during the course of the study and may relate to your","If during the study, you receive nivolumab monotherapy, the study doctor will discuss the side effects with you. The toxicities are similar to those listed above for nivolumab in combination with ipilimumab; however, how likely they are to occur (whether they are common or rare) may be slightly different from for nivolumab in combination with ipilimumab. For example, highly common side effects of nivolumab monotherapy are diarrhea, fatigue, itching, and rash.",,,yes,yes,"If during the study, you receive nivolumab monotherapy, the study doctor will discuss the side effects with you. The toxicities are similar to those listed above for nivolumab in combination with ipilimumab; however, how likely they are to occur (whether they are common or rare) may be slightly different from for nivolumab in combination with ipilimumab. For example, highly common side effects of nivolumab monotherapy are diarrhea, fatigue, itching, and rash.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
<Serious side effects described in the Package Insert>,"Nivolumab has obtained marketing approval under the brand name of OPDIVOÃÂ® in Japan. In its Package Insert, the following events are warned as serious side effects.",,,yes,yes,"Nivolumab has obtained marketing approval under the brand name of OPDIVOÃÂ® in Japan. In its Package Insert, the following events are warned as serious side effects.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
<Serious side effects described in the Package Insert>,The information of Package Insert is updated as appropriate. Please ask your study doctor or study coordinator about the latest information.,,,yes,yes,"The information of Package Insert is updated as appropriate. Please ask your study doctor or study coordinator about the latest information.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
"<Interstitial lung diseases (such as pneumonitis, lung infiltration, and lung disorder)>","This is an inflammatory condition of the lung tissue. These side effects have been reported in patients who received nivolumab. Most patients with abnormal findings in chest x-ray and CT scan were found to be asymptomatic. However, some of them needed hospitalization for severe symptoms or died (1 patient). The signs and symptoms of lung inflammation include dyspnea, pain or discomfort with breathing, chest pain, cough, shortness of breath, tachypnea, fever, decreased blood oxygenation level, and fatigue.",,,yes,yes,"This is an inflammatory condition of the lung tissue. These side effects have been reported in patients who received nivolumab. Most patients with abnormal findings in chest x-ray and CT scan were found to be asymptomatic. However, some of them needed hospitalization for severe symptoms or died (1 patient). The signs and symptoms of lung inflammation include dyspnea, pain or discomfort with breathing, chest pain, cough, shortness of breath, tachypnea, fever, decreased blood oxygenation level, and fatigue.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
"<Interstitial lung diseases (such as pneumonitis, lung infiltration, and lung disorder)>",The study doctor will monitor carefully for changes in your respiratory status and determine whether these signs and symptoms suggest lung inflammation.,,,yes,yes,"The study doctor will monitor carefully for changes in your respiratory status and determine whether these signs and symptoms suggest lung inflammation.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
"<Interstitial lung diseases (such as pneumonitis, lung infiltration, and lung disorder)>",Please inform your study doctor immediately if you experience any of the following:,,,yes,yes,"Please inform your study doctor immediately if you experience any of the following:
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
"<Interstitial lung diseases (such as pneumonitis, lung infiltration, and lung disorder)>",Bullet- development or worsening of shortness of breath.,,,yes,yes,"Bullet- development or worsening of shortness of breath.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
"<Interstitial lung diseases (such as pneumonitis, lung infiltration, and lung disorder)>",Bullet- development or worsening of chest pain.,,,yes,yes,"Bullet- development or worsening of chest pain.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
"<Interstitial lung diseases (such as pneumonitis, lung infiltration, and lung disorder)>",Bullet- development or worsening of pain with breathing or dyspnea.,,,yes,yes,"Bullet- development or worsening of pain with breathing or dyspnea.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
"<Interstitial lung diseases (such as pneumonitis, lung infiltration, and lung disorder)>","Bullet- development of or increase in cough, or obvious change in your type of cough (e.g., producing or increased sputum, blood-contained sputum)",,,yes,yes,"Bullet- development of or increase in cough, or obvious change in your type of cough (e.g., producing or increased sputum, blood-contained sputum)
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
"<Interstitial lung diseases (such as pneumonitis, lung infiltration, and lung disorder)>",Bullet- changes in the amount of oxygen you require,,,yes,yes,"Bullet- changes in the amount of oxygen you require
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
"<Interstitial lung diseases (such as pneumonitis, lung infiltration, and lung disorder)>","Bullet- development of fever, fatigue, or other symptoms that may occur at the same time as any changes to your breathing or other lung symptoms.",,,yes,yes,"Bullet- development of fever, fatigue, or other symptoms that may occur at the same time as any changes to your breathing or other lung symptoms.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
"<Interstitial lung diseases (such as pneumonitis, lung infiltration, and lung disorder)>","If these symptoms appear, your study doctor will ask you to visit the center to perform additional tests, which could include physical examination, measurement of blood oxygenation level, blood test, chest x-ray, and/or CT scan. You will be monitored closely for changes in your overall lung symptoms. This monitoring may require hospitalization. In addition, you may need to receive typical or specialist treatment.",,,yes,yes,"If these symptoms appear, your study doctor will ask you to visit the center to perform additional tests, which could include physical examination, measurement of blood oxygenation level, blood test, chest x-ray, and/or CT scan. You will be monitored closely for changes in your overall lung symptoms. This monitoring may require hospitalization. In addition, you may need to receive typical or specialist treatment.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
< Type I diabetes mellitus >,"This is a disease characterized by high blood sugar levels caused by absence of insulin, a hormone secreted by the pancreas. Type I diabetes mellitus (DM) is classified into three categories based on onset and progress: fulminant, acute-onset, and slowly progressive forms. Fulminant type I DM is associated with diabetic ketoacidosis and progresses rapidly in a matter of days.",,,yes,yes,"This is a disease characterized by high blood sugar levels caused by absence of insulin, a hormone secreted by the pancreas. Type I diabetes mellitus (DM) is classified into three categories based on onset and progress: fulminant, acute-onset, and slowly progressive forms. Fulminant type I DM is associated with diabetic ketoacidosis and progresses rapidly in a matter of days.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
< Type I diabetes mellitus >,"Nivolumab has been reported to be associated with the onset of serious type I DM, diabetic ketoacidosis, and fulminant type I DM. Type I DM (including fulminant type I DM) has the potential to become life threatening (or fatal) depending on the disease process. Please inform your study doctor immediately if you experience any of the following:",,,yes,yes,"Nivolumab has been reported to be associated with the onset of serious type I DM, diabetic ketoacidosis, and fulminant type I DM. Type I DM (including fulminant type I DM) has the potential to become life threatening (or fatal) depending on the disease process. Please inform your study doctor immediately if you experience any of the following:
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
< Type I diabetes mellitus >,Bullet- feeling heavy,,,yes,yes,"Bullet- feeling heavy
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
< Type I diabetes mellitus >,Bullet- losing weight,,,yes,yes,"Bullet- losing weight
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
< Type I diabetes mellitus >,"Bullet- dry throat or mouth, throat pain, drinking a lot of water",,,yes,yes,"Bullet- dry throat or mouth, throat pain, drinking a lot of water
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
< Type I diabetes mellitus >,Bullet- increasing urine volume,,,yes,yes,"Bullet- increasing urine volume
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
< Type I diabetes mellitus >,"Bullet- lowering of consciousness, trouble in thinking, poor judgment",,,yes,yes,"Bullet- lowering of consciousness, trouble in thinking, poor judgment
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
< Type I diabetes mellitus >,Bullet- fever,,,yes,yes,"Bullet- fever
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
< Type I diabetes mellitus >,"Bullet- nausea, vomiting",,,yes,yes,"Bullet- nausea, vomiting
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
< Type I diabetes mellitus >,Bullet- upper abdominal pain,,,yes,yes,"Bullet- upper abdominal pain
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
< Type I diabetes mellitus >,"If these symptoms appear, your study doctor will ask you to visit the center and to take a few additional tests, including physical examination, blood and urine tests. You will be monitored closely for any changes in your glucose metabolism. This monitoring may require hospitalization. In addition, you may need to receive insulin preparation or an intravenous treatment (infusion or electrolyte supplement) for that monitoring.",,,yes,yes,"If these symptoms appear, your study doctor will ask you to visit the center and to take a few additional tests, including physical examination, blood and urine tests. You will be monitored closely for any changes in your glucose metabolism. This monitoring may require hospitalization. In addition, you may need to receive insulin preparation or an intravenous treatment (infusion or electrolyte supplement) for that monitoring.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
<Other precautions>,"For the treatment of side effects caused by nivolumab (alone or with ipilimumab), you may receive prolonged treatment with medicines that suppress inflammation. These medications might reduce your resistance and cause opportunistic infections*. These infections may require treatment with antibiotic or antifungal agents and may be life-threatening.",,,yes,yes,"For the treatment of side effects caused by nivolumab (alone or with ipilimumab), you may receive prolonged treatment with medicines that suppress inflammation. These medications might reduce your resistance and cause opportunistic infections*. These infections may require treatment with antibiotic or antifungal agents and may be life-threatening.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
<Other precautions>,"Considering the characteristics of the drug, if receiving vaccination, you may experience stronger reaction against vaccines than that in normal situations.",,,yes,yes,"Considering the characteristics of the drug, if receiving vaccination, you may experience stronger reaction against vaccines than that in normal situations.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
<Other precautions>,"In patients who have received allogeneic hematopoietic stem cell transplantation (HSCT) before or after nivolumab (alone or with ipilimumab) treatment, complications including potentially life-threatening symptoms have been reported.",,,yes,yes,"In patients who have received allogeneic hematopoietic stem cell transplantation (HSCT) before or after nivolumab (alone or with ipilimumab) treatment, complications including potentially life-threatening symptoms have been reported.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
<Other precautions>,"In addition, in organ or tissue transplant recipient patients, complications including rejection have been reported. Treatment with nivolumab (alone or with ipilimumab) may increase the risk of the organ or tissue transplant rejection.",,,yes,yes,"In addition, in organ or tissue transplant recipient patients, complications including rejection have been reported. Treatment with nivolumab (alone or with ipilimumab) may increase the risk of the organ or tissue transplant rejection.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
<Other precautions>,*Opportunistic infections: infections caused by pathogens when the hostÃ¢ÂÂs resistance to infections has been decreased,,,yes,yes,"*Opportunistic infections: infections caused by pathogens when the hostÃ¢ÂÂs resistance to infections has been decreased
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
<Possible side effects based on basic research>,Basic research on monkeys demonstrated that repeated dose of 50 mg/kg nivolumab twice a week for 13 weeks did not result in any considerable abnormalities.,,,yes,yes,"Basic research on monkeys demonstrated that repeated dose of 50 mg/kg nivolumab twice a week for 13 weeks did not result in any considerable abnormalities.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
<Possible side effects based on basic research>,"In few experiments on monkeys administered 50 mg/kg nivolumab once a week for 4 weeks, lymphocytes gathered at the site called choroid plexus (a tissue producing cerebrospinal fluid); however, there were no adverse effects, such as inflammation or damage, on its surrounding area. Whether this event occurs in human is unclear. However, it is known that symptoms including reduced vision, malaise, fatigability, nausea, and/or vomiting are developed if cerebrospinal fluid production is affected.",,,yes,yes,"In few experiments on monkeys administered 50 mg/kg nivolumab once a week for 4 weeks, lymphocytes gathered at the site called choroid plexus (a tissue producing cerebrospinal fluid); however, there were no adverse effects, such as inflammation or damage, on its surrounding area. Whether this event occurs in human is unclear. However, it is known that symptoms including reduced vision, malaise, fatigability, nausea, and/or vomiting are developed if cerebrospinal fluid production is affected.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
