Section_Name,Content,Approved/Disapproved,Blanks,signature,final_response,Content_modified,Category,Entity Dictionary,Final_signature
4.0 Biological samples,"This study involves the collection of biological samples, such as blood and urine as described under section 3 Ã¢ÂÂStudy Activities and Time CommitmentÃ¢ÂÂ. Your samples will be shipped to an accredited central laboratory and will be stored there awaiting analysis. The central laboratory being used in this study is Q2 Solutions 27027 Tourney Road, Suite 2E, Valencia, CA 91355, USA. Biomarker samples will be retained for a minimum of 15 years following the completion of the clinical study report to allow sufficient time to complete biomarker studies. Other samples will be destroyed once all the laboratory tests have been completed except if you agree to the retention of samples for additional research. In that case, please tick the relevant box in the informed consent form below about the additional research.",,,yes,yes,"This study involves the collection of biological samples, such as blood and urine as described under section 3 Ã¢ÂÂStudy Activities and Time CommitmentÃ¢ÂÂ. Your samples will be shipped to an accredited central laboratory and will be stored there awaiting analysis. The central laboratory being used in this study is Q2 Solutions 27027 Tourney Road, Suite 2E, Valencia, CA 91355, USA. Biomarker samples will be retained for a minimum of 15 years following the completion of the clinical study report to allow sufficient time to complete biomarker studies. Other samples will be destroyed once all the laboratory tests have been completed except if you agree to the retention of samples for additional research. In that case, please tick the relevant box in the informed consent form below about the additional research.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'United States of America'}",
4.0 Biological samples,"You can ask in writing for your samples to be destroyed at any time. However, data already derived from your samples will continue to be kept and used for the purposes described in this document. Your data will be protected by a code that will not allow BMS or its third parties to know your identity. If you decide to leave the study at any time but do not ask for your samples to be destroyed, BMS may continue to use your samples for the purposes described in this document.",,,yes,yes,"You can ask in writing for your samples to be destroyed at any time. However, data already derived from your samples will continue to be kept and used for the purposes described in this document. Your data will be protected by a code that will not allow BMS or its third parties to know your identity. If you decide to leave the study at any time but do not ask for your samples to be destroyed, BMS may continue to use your samples for the purposes described in this document.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'United States of America'}",
Biomarker Testing Being Done in this Study,"During the course of this study, researchers may run biomarker tests on the samples being collected to answer the questions being asked in this study. Biomarkers include proteins, RNA, and other molecules which can be found in blood, other body fluids, or tissues. Biomarker tests can aid in understanding how or if a body will respond to a treatment and predicting how a disease will progress. These tests may also help in understanding the pathways and organs associated with the disease being studied.",,,yes,yes,"During the course of this study, researchers may run biomarker tests on the samples being collected to answer the questions being asked in this study. Biomarkers include proteins, RNA, and other molecules which can be found in blood, other body fluids, or tissues. Biomarker tests can aid in understanding how or if a body will respond to a treatment and predicting how a disease will progress. These tests may also help in understanding the pathways and organs associated with the disease being studied.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'United States of America'}",
Biomarker Testing Being Done in this Study,"During the course of this study, researchers would also like to run testing on your samples that looks at some or all of your DNA. This can also aid in understanding how or if a body will respond to the study treatment(s) and predicting how the disease may progress. These tests may also help in understanding the pathways and organs associated with the disease being studied. This testing is not required in order to participate in this study. Please refer to Patient Informed Consent signature page to select your option.",,,yes,yes,"During the course of this study, researchers would also like to run testing on your samples that looks at some or all of your DNA. This can also aid in understanding how or if a body will respond to the study treatment(s) and predicting how the disease may progress. These tests may also help in understanding the pathways and organs associated with the disease being studied. This testing is not required in order to participate in this study. Please refer to Patient Informed Consent signature page to select your option.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'United States of America'}",
Biomarker Testing Being Done in this Study,The information from these tests may also be used to create or improve tests that may help predict how study participants and their disease are responding to study treatment or to help choose the right drug for participants. The information from these tests may also be used to inform new studies as they are developed in the future.,,,yes,yes,"The information from these tests may also be used to create or improve tests that may help predict how study participants and their disease are responding to study treatment or to help choose the right drug for participants. The information from these tests may also be used to inform new studies as they are developed in the future.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'United States of America'}",
Biomarker Testing Being Done in this Study,"The purpose of this biomarker testing is to study the effects of BMS-986165 on the body and to learn more about the psoriasis, autoimmunity, and associated medical conditions under study. The work may involve all aspects or possible causes of these diseases and conditions, including but not limited to inflammation, autoimmunity, liver inflammation and scarring, cardiovascular health, and metabolic syndrome pathways (fibrosis, obesity, diabetes mellitus, heart disease).",,,yes,yes,"The purpose of this biomarker testing is to study the effects of BMS-986165 on the body and to learn more about the psoriasis, autoimmunity, and associated medical conditions under study. The work may involve all aspects or possible causes of these diseases and conditions, including but not limited to inflammation, autoimmunity, liver inflammation and scarring, cardiovascular health, and metabolic syndrome pathways (fibrosis, obesity, diabetes mellitus, heart disease).
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'United States of America'}",
Biomarker Testing Being Done in this Study,The samples collected during this study will be used for the purposes described in this section throughout their usable life and will be destroyed at the end of the scheduled storage period which will be no longer than fifteen (15) years after the end of the study or the maximum allowed by applicable law.,,,yes,yes,"The samples collected during this study will be used for the purposes described in this section throughout their usable life and will be destroyed at the end of the scheduled storage period which will be no longer than fifteen (15) years after the end of the study or the maximum allowed by applicable law.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'United States of America'}",
Biomarker Testing Being Done in this Study,All of the biomarker testing described here is different from Additional Research which may be described later in this consent.,,,yes,yes,"All of the biomarker testing described here is different from Additional Research which may be described later in this consent.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'United States of America'}",
Biomarker Testing Being Done in this Study,"This information will be kept confidential as outlined in this informed consent. Individual subject results of biomarker assessments will not be shared, but group information may be shared.",,,yes,yes,"This information will be kept confidential as outlined in this informed consent. Individual subject results of biomarker assessments will not be shared, but group information may be shared.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'United States of America'}",
5.0 Risks,"Some procedures that will be done during the study may carry some risks, these are given below, and your study doctor can provide more information to you.",,,yes,yes,"Some procedures that will be done during the study may carry some risks, these are given below, and your study doctor can provide more information to you.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'United States of America'}",
5.0 Risks,"In addition to the risks listed below, there may be risks or side effects related to the study treatment or other study procedures that are unexpected or unknown at this time. Let your study doctor know if you experience any change in your condition or any side effects, even those which are not mentioned in this Information Sheet.",,,yes,yes,"In addition to the risks listed below, there may be risks or side effects related to the study treatment or other study procedures that are unexpected or unknown at this time. Let your study doctor know if you experience any change in your condition or any side effects, even those which are not mentioned in this Information Sheet.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'United States of America'}",
5.0 Risks,"If new information on the study treatment becomes available that may affect your decision to continue to take part in the study, your study doctor or study nurse will inform you.",,,yes,yes,"If new information on the study treatment becomes available that may affect your decision to continue to take part in the study, your study doctor or study nurse will inform you.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'United States of America'}",
6.0 Possible Side Effects,"We do not know all the possible side effects of the study treatments (BMS-986165, placebo and apremilast). Like all drugs, the study treatment(s) can cause side effects, although not everybody gets them. Most side effects are mild to moderate. However, some people may experience serious side effects and may require treatment.",,,yes,yes,"We do not know all the possible side effects of the study treatments (BMS-986165, placebo and apremilast). Like all drugs, the study treatment(s) can cause side effects, although not everybody gets them. Most side effects are mild to moderate. However, some people may experience serious side effects and may require treatment.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'United States of America'}",
6.0 Possible Side Effects,The following side effects have been experienced by other people who have taken the study treatment(s).,,,yes,yes,"The following side effects have been experienced by other people who have taken the study treatment(s).
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'United States of America'}",
BMS-986165,BMS-986165 is an investigational drug that is being tested in research studies and is not an approved medicine to treat any condition.,,,yes,yes,"BMS-986165 is an investigational drug that is being tested in research studies and is not an approved medicine to treat any condition.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'United States of America'}",
BMS-986165,"Overall, approximately 774 healthy participants or participants with psoriasis have across 14 research studies received one dose or multiple doses of the study treatment BMS-986165, comparator treatment of placebo. In these studies, most of the side effects were mild or moderate in intensity. In a few cases, side effects were serious and required hospitalization.",,,yes,yes,"Overall, approximately 774 healthy participants or participants with psoriasis have across 14 research studies received one dose or multiple doses of the study treatment BMS-986165, comparator treatment of placebo. In these studies, most of the side effects were mild or moderate in intensity. In a few cases, side effects were serious and required hospitalization.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'United States of America'}",
BMS-986165,"In the research study of BMS-986165 which you are considering, the highest dose level will be 6 mg.",,,yes,yes,"In the research study of BMS-986165 which you are considering, the highest dose level will be 6 mg.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'United States of America'}",
BMS-986165,"The side effects in the tables below are based on unblinded information (i.e., the actual study treatment is given known) about side effects observed in 276 healthy participants or participants with psoriasis who got multiple doses of BMS-986165 were multiple doses of BMS-986165 alone up to a maximum dose of 12 mg daily. The side effects are categorized as very common or common based on how frequently they occurred.",,,yes,yes,"The side effects in the tables below are based on unblinded information (i.e., the actual study treatment is given known) about side effects observed in 276 healthy participants or participants with psoriasis who got multiple doses of BMS-986165 were multiple doses of BMS-986165 alone up to a maximum dose of 12 mg daily. The side effects are categorized as very common or common based on how frequently they occurred.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'United States of America'}",
BMS-986165,"All of the possible discomforts, side effects, and risks related to receiving BMS-986165 are not known. You could have additional side effects with this study treatment.",,,yes,yes,"All of the possible discomforts, side effects, and risks related to receiving BMS-986165 are not known. You could have additional side effects with this study treatment.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'United States of America'}",
BMS-986165,"Participants who take BMS-986165 may have a higher chance of infections. Call your study doctor right away if you have the following symptoms because they may be early signs of a serious infection: fever, feeling very tired, having a cough, feeling like you have the flu, warm, red, or painful skin, burning sensation during urination.",,,yes,yes,"Participants who take BMS-986165 may have a higher chance of infections. Call your study doctor right away if you have the following symptoms because they may be early signs of a serious infection: fever, feeling very tired, having a cough, feeling like you have the flu, warm, red, or painful skin, burning sensation during urination.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'United States of America'}",
BMS-986165,Talk to your study doctor about your vaccination plans. You should not have received a live vaccine within 2 months before starting study treatment. or for 2 months after taking the last dose of study treatment. Study treatment BMS-986165 may cause some vaccines to be less effective if taken during treatment period.,,,yes,yes,"Talk to your study doctor about your vaccination plans. You should not have received a live vaccine within 2 months before starting study treatment. or for 2 months after taking the last dose of study treatment. Study treatment BMS-986165 may cause some vaccines to be less effective if taken during treatment period.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'United States of America'}",
BMS-986165,"Side effects of the study treatment when taken with other medications has been looked at in research studies according to US and European Union guidelines. Based on those studies and what we know about how the body handles the study treatment, the chance for interactions with other medications is low.",,,yes,yes,"Side effects of the study treatment when taken with other medications has been looked at in research studies according to US and European Union guidelines. Based on those studies and what we know about how the body handles the study treatment, the chance for interactions with other medications is low.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'United States of America'}",
Apremilast (OTEZLA ÃÂ®),Apremilast is approved for the treatment of patients with moderate to severe plaque psoriasis.,,,yes,yes,"Apremilast is approved for the treatment of patients with moderate to severe plaque psoriasis.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'United States of America'}",
Apremilast (OTEZLA ÃÂ®),"Like all medicines, this medicine can cause side effects, although not everybody gets them. In the research study which you are considering, the highest dose level of apremilast will be 30 mg taken two times each day. Patients taking apremilast at a dose level of 30 mg two times each day should be aware of the side effects listed below. The side effects are categorized as very common or common based on how frequently they occurred.",,,yes,yes,"Like all medicines, this medicine can cause side effects, although not everybody gets them. In the research study which you are considering, the highest dose level of apremilast will be 30 mg taken two times each day. Patients taking apremilast at a dose level of 30 mg two times each day should be aware of the side effects listed below. The side effects are categorized as very common or common based on how frequently they occurred.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'United States of America'}",
Apremilast (OTEZLA ÃÂ®),"There have been reports of severe diarrhea, nausea, and vomiting as side effects. Most occurred within the first few weeks of treatment. In some cases, patients were hospitalized. Patients 65 years old or older and patients taking medications that can lead to dehydration or low blood pressure may be at a higher risk of complications from severe diarrhea, nausea, or vomiting.",,,yes,yes,"There have been reports of severe diarrhea, nausea, and vomiting as side effects. Most occurred within the first few weeks of treatment. In some cases, patients were hospitalized. Patients 65 years old or older and patients taking medications that can lead to dehydration or low blood pressure may be at a higher risk of complications from severe diarrhea, nausea, or vomiting.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'United States of America'}",
Apremilast (OTEZLA ÃÂ®),Treatment with apremilast is associated with an increase in depression. You or your caregiver should immediately inform your doctor of any changes in behavior or mood and of any suicidal thoughts you may have and you may be referred to a mental health professional.,,,yes,yes,"Treatment with apremilast is associated with an increase in depression. You or your caregiver should immediately inform your doctor of any changes in behavior or mood and of any suicidal thoughts you may have and you may be referred to a mental health professional.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'United States of America'}",
Apremilast (OTEZLA ÃÂ®),"Weight loss can occur as a side effect of apremilast. In research studies, weight loss up to 10% of body weight occurred more often in participants treated with apremilast than with placebo.",,,yes,yes,"Weight loss can occur as a side effect of apremilast. In research studies, weight loss up to 10% of body weight occurred more often in participants treated with apremilast than with placebo.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'United States of America'}",
Apremilast (OTEZLA ÃÂ®),"All of the possible discomforts, side effects, and risks related to receiving treatment with apremilast are not known. You could have additional side effects with this treatment.",,,yes,yes,"All of the possible discomforts, side effects, and risks related to receiving treatment with apremilast are not known. You could have additional side effects with this treatment.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'United States of America'}",
7.0 Cautions and Warnings,,,,yes,yes,"
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'United States of America'}",
"Since BMS-986165 is a research medicine, there may be other risks that are yet unknown. All medicines have the potential risk of an allergic reaction, which, if not treated promptly, could become life threatening. You should seek medical help right away if you think you have any of the following symptoms of a serious allergic reaction: trouble breathing or swelling of the face, mouth, lips, gums, tongue or neck. Other symptoms of an allergic reaction may include rash, hives, or blisters.","It is important that you tell the study doctor about any negative changes in your health as soon as they occur, whether or not you think they are caused by the study treatment.",,,yes,yes,"It is important that you tell the study doctor about any negative changes in your health as soon as they occur, whether or not you think they are caused by the study treatment.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'United States of America'}",
"Since BMS-986165 is a research medicine, there may be other risks that are yet unknown. All medicines have the potential risk of an allergic reaction, which, if not treated promptly, could become life threatening. You should seek medical help right away if you think you have any of the following symptoms of a serious allergic reaction: trouble breathing or swelling of the face, mouth, lips, gums, tongue or neck. Other symptoms of an allergic reaction may include rash, hives, or blisters.",All study treatment must be taken only by the person for whom it has been prescribed.,,,yes,yes,"All study treatment must be taken only by the person for whom it has been prescribed.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'United States of America'}",
8.0 Potential Benefits,"There is no guarantee that you will receive any benefit from taking part in this study. Your condition may remain the same, improve or could get worse. Information obtained from the study may help in the development of better treatments for moderate-to-severe plaque psoriasis. The information we get from this study may help improve the treatment of people with psoriasis.",,,yes,yes,"There is no guarantee that you will receive any benefit from taking part in this study. Your condition may remain the same, improve or could get worse. Information obtained from the study may help in the development of better treatments for moderate-to-severe plaque psoriasis. The information we get from this study may help improve the treatment of people with psoriasis.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'United States of America'}",
9.0 Information for Women of Childbearing Potential (Pregnancy/Birth Control),"BMS-986165 has been studied in laboratory and animal experiments to see if it causes problems with pregnancy or birth defects. However, even when the results are all normal, the risks to pregnant women or an unborn baby of taking BMS-986165 are unknown. Apremilast has not been adequately examined in well controlled studies in pregnant women and the incidences of malformations and pregnancy loss in human pregnancies have not been established. The effects of apremilast on labor and delivery in pregnant women are unknown as well. For these reasons, women must have a negative serum pregnancy test before the study starts and again just before receiving BMS-986165. Urine pregnancy tests will be done monthly throughout the study and must remain negative.",,,yes,yes,"BMS-986165 has been studied in laboratory and animal experiments to see if it causes problems with pregnancy or birth defects. However, even when the results are all normal, the risks to pregnant women or an unborn baby of taking BMS-986165 are unknown. Apremilast has not been adequately examined in well controlled studies in pregnant women and the incidences of malformations and pregnancy loss in human pregnancies have not been established. The effects of apremilast on labor and delivery in pregnant women are unknown as well. For these reasons, women must have a negative serum pregnancy test before the study starts and again just before receiving BMS-986165. Urine pregnancy tests will be done monthly throughout the study and must remain negative.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'United States of America'}",
9.0 Information for Women of Childbearing Potential (Pregnancy/Birth Control),"You must not become pregnant during this study and for at least 33 days after the last dose of study treatment. If you are a woman of childbearing potential, you must use an effective form of birth control during this study and 33 days after the end of study treatment.",,,yes,yes,"You must not become pregnant during this study and for at least 33 days after the last dose of study treatment. If you are a woman of childbearing potential, you must use an effective form of birth control during this study and 33 days after the end of study treatment.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'United States of America'}",
9.0 Information for Women of Childbearing Potential (Pregnancy/Birth Control),"Acceptable methods of birth control include consistent use of an approved oral contraceptive (birth control pill), intravaginal, transdermal, an implantable contraceptive, or an injectable contraceptive, Intrauterine device (IUD), Intrauterine  hormone-releasing system (IUS), male or female condom with or without spermicide, diaphragm, cervical cap, or vaginal sponge with spermicide, bilateral tubal occlusion (tubes tied), vasectomized partner or abstinence.",,,yes,yes,"Acceptable methods of birth control include consistent use of an approved oral contraceptive (birth control pill), intravaginal, transdermal, an implantable contraceptive, or an injectable contraceptive, Intrauterine device (IUD), Intrauterine  hormone-releasing system (IUS), male or female condom with or without spermicide, diaphragm, cervical cap, or vaginal sponge with spermicide, bilateral tubal occlusion (tubes tied), vasectomized partner or abstinence.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'United States of America'}",
9.0 Information for Women of Childbearing Potential (Pregnancy/Birth Control),"Oral, implantable, or injectable contraceptives are only considered effective if used properly and started at least 30 days before the screening visit. Some drugs (for example, antibiotics) may cause hormonal contraceptives to not work properly. Please inform your study doctor of all other medications you are taking. If you suspect that you may have become pregnant during the study or within 3 days of discontinuing study treatment, you must contact your study doctor immediately. The study doctor will ask for your permission to follow the progress of your pregnancy and the outcome. This information will be used to advise other women who might become pregnant while taking the study treatment. The sponsor has not set aside any funds to pay for any aspects of obstetric, child or related care and does not plan to pay for them.",,,yes,yes,"Oral, implantable, or injectable contraceptives are only considered effective if used properly and started at least 30 days before the screening visit. Some drugs (for example, antibiotics) may cause hormonal contraceptives to not work properly. Please inform your study doctor of all other medications you are taking. If you suspect that you may have become pregnant during the study or within 3 days of discontinuing study treatment, you must contact your study doctor immediately. The study doctor will ask for your permission to follow the progress of your pregnancy and the outcome. This information will be used to advise other women who might become pregnant while taking the study treatment. The sponsor has not set aside any funds to pay for any aspects of obstetric, child or related care and does not plan to pay for them.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'United States of America'}",
9.0 Information for Women of Childbearing Potential (Pregnancy/Birth Control),"The effects of BMS-986165 on a nursing infant are unknown. It is not known whether or not apremilast or its metabolites (breakdown products) are present in human milk. If; if you are breastfeeding, you cannot participate in the study.",,,yes,yes,"The effects of BMS-986165 on a nursing infant are unknown. It is not known whether or not apremilast or its metabolites (breakdown products) are present in human milk. If; if you are breastfeeding, you cannot participate in the study.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'United States of America'}",
10.0 Information for Men (Male Reproduction/Birth Control),"Studies show that BMS-986165 does not harm genes nor does BMS-986165 have any effects on male rat reproductive parameters (mating, fertility, and sperm morphology), or early embryonic development of the litters sired by treated males. Studies in mice have shown that apremilast has no effect on fertility in male mice. However, sexual partner(s) of a male study participant may be exposed to the study treatment because small amounts of study treatment may be present in semen. Men who are sexually active with a woman of childbearing potential, or who is pregnant or breastfeeding must follow the instructions for contraception (use a condom) for the duration of treatment plus 3 days after the final dose of study treatment. Men must inform any and all partner(s) of their participation in a clinical drug study and the need to follow these instructions. Men should refrain from donating sperm for the duration of the study treatment plus 3 days after the final dose.",,,yes,yes,"Studies show that BMS-986165 does not harm genes nor does BMS-986165 have any effects on male rat reproductive parameters (mating, fertility, and sperm morphology), or early embryonic development of the litters sired by treated males. Studies in mice have shown that apremilast has no effect on fertility in male mice. However, sexual partner(s) of a male study participant may be exposed to the study treatment because small amounts of study treatment may be present in semen. Men who are sexually active with a woman of childbearing potential, or who is pregnant or breastfeeding must follow the instructions for contraception (use a condom) for the duration of treatment plus 3 days after the final dose of study treatment. Men must inform any and all partner(s) of their participation in a clinical drug study and the need to follow these instructions. Men should refrain from donating sperm for the duration of the study treatment plus 3 days after the final dose.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'United States of America'}",
10.0 Information for Men (Male Reproduction/Birth Control),Women of childbearing potential who are sexual partners of male study participants are to consider use of effective methods of contraception until 3 days after the end of study treatment in the male subject,,,yes,yes,"Women of childbearing potential who are sexual partners of male study participants are to consider use of effective methods of contraception until 3 days after the end of study treatment in the male subject
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'United States of America'}",
10.0 Information for Men (Male Reproduction/Birth Control),"If your partner becomes pregnant during the study, you must tell your study doctor immediately. If your partner agrees the Sponsor would like to follow the progress of your partnerÃ¢ÂÂs pregnancy and the outcome.",,,yes,yes,"If your partner becomes pregnant during the study, you must tell your study doctor immediately. If your partner agrees the Sponsor would like to follow the progress of your partnerÃ¢ÂÂs pregnancy and the outcome.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'United States of America'}",
Responsibilities,"As a participant in this study, you have certain responsibilities. You will have to:",,,yes,yes,"As a participant in this study, you have certain responsibilities. You will have to:
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'United States of America'}",
Responsibilities,Bullet- Tell the study doctor everything regarding your health history,,,yes,yes,"Bullet- Tell the study doctor everything regarding your health history
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'United States of America'}",
Responsibilities,Bullet- Complete all required visits to the study center,,,yes,yes,"Bullet- Complete all required visits to the study center
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'United States of America'}",
Responsibilities,Bullet- Take the study treatment as instructed by your study doctor,,,yes,yes,"Bullet- Take the study treatment as instructed by your study doctor
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'United States of America'}",
Responsibilities,Bullet- Follow the medication discontinue requirements;,,,yes,yes,"Bullet- Follow the medication discontinue requirements;
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'United States of America'}",
Responsibilities,Bullet- Tell the study doctor of any side effects and changes or new medical problems you suffer during the study,,,yes,yes,"Bullet- Tell the study doctor of any side effects and changes or new medical problems you suffer during the study
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'United States of America'}",
Responsibilities,Bullet- Tell the study doctor if you (or your partner) become pregnant,,,yes,yes,"Bullet- Tell the study doctor if you (or your partner) become pregnant
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'United States of America'}",
Responsibilities,Bullet- Complete diaries or participant reported questionnaires,,,yes,yes,"Bullet- Complete diaries or participant reported questionnaires
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'United States of America'}",
Responsibilities,Bullet- Inform the study doctor or study staff if you decide you no longer wish to participate in the study. You will be required to complete a close out visit.,,,yes,yes,"Bullet- Inform the study doctor or study staff if you decide you no longer wish to participate in the study. You will be required to complete a close out visit.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'United States of America'}",
Responsibilities,.,,,yes,yes,".
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'United States of America'}",
12.0 Costs,It is not expected to cost you to participate in the study. The study treatment will be provided to you free of charge and you will not be charged for any procedure performed for this study.,,,yes,yes,"It is not expected to cost you to participate in the study. The study treatment will be provided to you free of charge and you will not be charged for any procedure performed for this study.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'United States of America'}",
13.0 Compensation,"You will not be paid for your participation in the study, but you may be reimbursed for reasonable expenses such as travel cost for attending the study visits.",,,yes,yes,"You will not be paid for your participation in the study, but you may be reimbursed for reasonable expenses such as travel cost for attending the study visits.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'United States of America'}",
13.0 Compensation,The Sponsor has a contract with the study doctor/study center who will receive payment for taking part in this study.,,,yes,yes,"The Sponsor has a contract with the study doctor/study center who will receive payment for taking part in this study.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'United States of America'}",
13.0 Compensation,"As a participant in this study, you will receive reimbursements of up to $50 per each completed visit (Screening, Weeks 0,1,2,4,8,12,16,20,24,28,32,36,40,44,48,52 and 56) to help support your participation in the clinical trial. You will also receive up to $45 for study treatment compliance for weeks 1,2,4,8,12,16,20,24,28,32,36,40,44,48 and 52. You will be paid directly following each completed visit.",,,yes,yes,"As a participant in this study, you will receive reimbursements of up to $50 per each completed visit (Screening, Weeks 0,1,2,4,8,12,16,20,24,28,32,36,40,44,48,52 and 56) to help support your participation in the clinical trial. You will also receive up to $45 for study treatment compliance for weeks 1,2,4,8,12,16,20,24,28,32,36,40,44,48 and 52. You will be paid directly following each completed visit.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'United States of America'}",
13.0 Compensation,Any additional travel/reimbursement costs will require further approval.,,,yes,yes,"Any additional travel/reimbursement costs will require further approval.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'United States of America'}",
