Section_Name,Content,Approved/Disapproved,Blanks,signature,final_response,Content_modified,Category,Entity Dictionary,Final_signature
Treatment Period (Week 1 Ã¢ÂÂ Week 52),Bullet- You will need to fast (go without food and drink except water) for 10 hours before some visits.,,,yes,yes,"Bullet- You will need to fast (go without food and drink except water) for 10 hours before some visits.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Treatment Period (Week 1 Ã¢ÂÂ Week 52),"Bullet- Review of any changes in your health and medications (including over-the-counter medicines, food supplements and natural/herbal remedies) since your last study visit.",,,yes,yes,"Bullet- Review of any changes in your health and medications (including over-the-counter medicines, food supplements and natural/herbal remedies) since your last study visit.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Treatment Period (Week 1 Ã¢ÂÂ Week 52),Bullet- You will have a targeted physical examination done. This will include any of your body systems that arenÃ¢ÂÂt feeling well. The study doctor can give you more details on what would be included in a targeted physical examination.,,,yes,yes,"Bullet- You will have a targeted physical examination done. This will include any of your body systems that arenÃ¢ÂÂt feeling well. The study doctor can give you more details on what would be included in a targeted physical examination.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Treatment Period (Week 1 Ã¢ÂÂ Week 52),"Bullet- Your blood pressure, heart rate, temperature and breathing rate will be measured and recorded.",,,yes,yes,"Bullet- Your blood pressure, heart rate, temperature and breathing rate will be measured and recorded.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Treatment Period (Week 1 Ã¢ÂÂ Week 52),Bullet- Your weight will be measured and recorded at some visits.,,,yes,yes,"Bullet- Your weight will be measured and recorded at some visits.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Treatment Period (Week 1 Ã¢ÂÂ Week 52),Bullet- You will have an ECG done at some visits.,,,yes,yes,"Bullet- You will have an ECG done at some visits.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Treatment Period (Week 1 Ã¢ÂÂ Week 52),Bullet- The study doctor will assess your psoriasis.,,,yes,yes,"Bullet- The study doctor will assess your psoriasis.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Treatment Period (Week 1 Ã¢ÂÂ Week 52),Bullet- You will be asked to complete some questionnaires about your psoriasis and how it affects your life.,,,yes,yes,"Bullet- You will be asked to complete some questionnaires about your psoriasis and how it affects your life.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Treatment Period (Week 1 Ã¢ÂÂ Week 52),"Bullet- If you had joint complaints at Screening, you will also be asked to estimate how severe your pain was during the past week at most visits.",,,yes,yes,"Bullet- If you had joint complaints at Screening, you will also be asked to estimate how severe your pain was during the past week at most visits.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Treatment Period (Week 1 Ã¢ÂÂ Week 52),Bullet- You will complete a questionnaire and have an assessment for depression and suicidal thoughts and behaviours.,,,yes,yes,"Bullet- You will complete a questionnaire and have an assessment for depression and suicidal thoughts and behaviours.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Treatment Period (Week 1 Ã¢ÂÂ Week 52),Bullet- You will be asked to provide blood and urine samples for testing. The blood and urine samples will be collected for the following reasons:,,,yes,yes,"Bullet- You will be asked to provide blood and urine samples for testing. The blood and urine samples will be collected for the following reasons:
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Treatment Period (Week 1 Ã¢ÂÂ Week 52),Bullet- To check your general health and disease status.,,,yes,yes,"Bullet- To check your general health and disease status.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Treatment Period (Week 1 Ã¢ÂÂ Week 52),"Bullet- If you are a woman who can get pregnant, a pregnancy test will be done on your urine. The result must be negative for you to continue to be in the study.",,,yes,yes,"Bullet- If you are a woman who can get pregnant, a pregnancy test will be done on your urine. The result must be negative for you to continue to be in the study.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Treatment Period (Week 1 Ã¢ÂÂ Week 52),Bullet- To assess your disease and the effects of the study drug on your body.,,,yes,yes,"Bullet- To assess your disease and the effects of the study drug on your body.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Treatment Period (Week 1 Ã¢ÂÂ Week 52),"Bullet- To check the amount of the study drug in your blood. For this testing, a sample will be collected around the following time points:",,,yes,yes,"Bullet- To check the amount of the study drug in your blood. For this testing, a sample will be collected around the following time points:
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Treatment Period (Week 1 Ã¢ÂÂ Week 52),Bullet- Before you take your dose of the study drug,,,yes,yes,"Bullet- Before you take your dose of the study drug
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Treatment Period (Week 1 Ã¢ÂÂ Week 52),Bullet- 30 minutes after you take your dose of the study drug (Only at Week 16),,,yes,yes,"Bullet- 30 minutes after you take your dose of the study drug (Only at Week 16)
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Treatment Period (Week 1 Ã¢ÂÂ Week 52),Bullet- 3 hours after you take your dose of the study drug (Only at Week 16),,,yes,yes,"Bullet- 3 hours after you take your dose of the study drug (Only at Week 16)
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Treatment Period (Week 1 Ã¢ÂÂ Week 52),Bullet- Your used and unused study drug will be collected. The study staff will make sure you are taking the study drug properly.,,,yes,yes,"Bullet- Your used and unused study drug will be collected. The study staff will make sure you are taking the study drug properly.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Treatment Period (Week 1 Ã¢ÂÂ Week 52),Bullet- You will receive a new supply of study drug to take home.,,,yes,yes,"Bullet- You will receive a new supply of study drug to take home.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Treatment Period (Week 1 Ã¢ÂÂ Week 52),"Bullet- On study visit days, do not take the morning dose of study drug until instructed to do so by the study staff.",,,yes,yes,"Bullet- On study visit days, do not take the morning dose of study drug until instructed to do so by the study staff.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Follow-up Visit,"When you stop or complete study treatments, you will begin the last part of the study, the follow-up period. During this period, the study doctor will continue to assess your health. It is important to know, for example, if you have recovered, developed an illness or suffered an important adverse event (bad reaction or side effect).",,,yes,yes,"When you stop or complete study treatments, you will begin the last part of the study, the follow-up period. During this period, the study doctor will continue to assess your health. It is important to know, for example, if you have recovered, developed an illness or suffered an important adverse event (bad reaction or side effect).
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Follow-up Visit,"The follow-up period includes one visit at the study site called Week 56, which occurs 4 weeks after your last dose of the study drug. This visit is expected to take approximately 2 hours.",,,yes,yes,"The follow-up period includes one visit at the study site called Week 56, which occurs 4 weeks after your last dose of the study drug. This visit is expected to take approximately 2 hours.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Follow-up Visit,"At the follow-up visit, the following tests and procedures will be performed:",,,yes,yes,"At the follow-up visit, the following tests and procedures will be performed:
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Follow-up Visit,"Bullet- Review of any changes in your health and medications (including over-the-counter medicines, food supplements and natural/herbal remedies) since your last study visit.",,,yes,yes,"Bullet- Review of any changes in your health and medications (including over-the-counter medicines, food supplements and natural/herbal remedies) since your last study visit.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Follow-up Visit,Bullet- You will have a complete physical examination including a neurological and psychological exam,,,yes,yes,"Bullet- You will have a complete physical examination including a neurological and psychological exam
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Follow-up Visit,"Bullet- Your blood pressure, heart rate, temperature and breathing rate will be measured and recorded.",,,yes,yes,"Bullet- Your blood pressure, heart rate, temperature and breathing rate will be measured and recorded.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Follow-up Visit,Bullet- Your weight will be measured and recorded.,,,yes,yes,"Bullet- Your weight will be measured and recorded.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Follow-up Visit,Bullet- You will be asked to provide blood and urine samples for testing. The blood and urine samples will be collected for the following reasons:,,,yes,yes,"Bullet- You will be asked to provide blood and urine samples for testing. The blood and urine samples will be collected for the following reasons:
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Follow-up Visit,Bullet- To check your general health and disease status.,,,yes,yes,"Bullet- To check your general health and disease status.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Follow-up Visit,"Bullet- If you are a woman who can get pregnant, a pregnancy test will be done on your urine.",,,yes,yes,"Bullet- If you are a woman who can get pregnant, a pregnancy test will be done on your urine.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Follow-up Visit,"Please note that if the study doctor thinks it is necessary, you may be asked to come for additional visits or assessments for your safety.",,,yes,yes,"Please note that if the study doctor thinks it is necessary, you may be asked to come for additional visits or assessments for your safety.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Follow-up Visit,"If it is necessary to further test the safety or effectiveness of the study treatment, it may be necessary to have access to additional information about your health status. The study doctor may want to obtain study-related information about your health from you or from other sources, including your primary care doctor and public sources such as national patient registries (e.g., cancer registries). This may include contacting you again by phone or letter.",,,yes,yes,"If it is necessary to further test the safety or effectiveness of the study treatment, it may be necessary to have access to additional information about your health status. The study doctor may want to obtain study-related information about your health from you or from other sources, including your primary care doctor and public sources such as national patient registries (e.g., cancer registries). This may include contacting you again by phone or letter.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Follow-up Visit,"If the study doctor needs to follow up with you but cannot find you, they may try to learn your new address, telephone number or current health status by calling or writing to the person(s) named as your secondary contacts. Your secondary contact will be someone you choose (such as a friend or relative). The study staff will ask you for your secondary contactÃ¢ÂÂs information in the event that you cannot be reached. This information will be kept in the study files.",,,yes,yes,"If the study doctor needs to follow up with you but cannot find you, they may try to learn your new address, telephone number or current health status by calling or writing to the person(s) named as your secondary contacts. Your secondary contact will be someone you choose (such as a friend or relative). The study staff will ask you for your secondary contactÃ¢ÂÂs information in the event that you cannot be reached. This information will be kept in the study files.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Follow-up Visit,"If the study doctor cannot obtain information through your secondary contacts, they may ask for the assistance of a third-party representative and may share with that representative limited information about you, such as your name and last known address. The representative will consult public sources, such as public health registries and databases, to obtain your current contact information. The representative will only share this information with the study doctor, to help them complete the follow-up stage of the trial. Only the study doctor or the study staff will contact you or your family members.",,,yes,yes,"If the study doctor cannot obtain information through your secondary contacts, they may ask for the assistance of a third-party representative and may share with that representative limited information about you, such as your name and last known address. The representative will consult public sources, such as public health registries and databases, to obtain your current contact information. The representative will only share this information with the study doctor, to help them complete the follow-up stage of the trial. Only the study doctor or the study staff will contact you or your family members.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Follow-up Visit,"Dr. Firouzeh Niakosari	Protocol No: IM011047",,,yes,yes,"Dr. Firouzeh Niakosari	Protocol No: IM011047
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Schedule of Study Assessments,A = you will need to fast (no food or drink except water) for at least 10 hours before this visit.,,,yes,yes,"A = you will need to fast (no food or drink except water) for at least 10 hours before this visit.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Optional Biomarker Testing Being Done in this Study,"During the course of this study, researchers may run biomarker tests on the samples being collected to answer the questions being asked in this study. Biomarkers include proteins, RNA, and other molecules which can be found in blood, other body fluids, or tissues. Biomarker tests can help in understanding how or if a body will respond to a treatment and predicting how a disease will progress. These tests may also help in understanding the pathways and organs associated with the disease being studied.",,,yes,yes,"During the course of this study, researchers may run biomarker tests on the samples being collected to answer the questions being asked in this study. Biomarkers include proteins, RNA, and other molecules which can be found in blood, other body fluids, or tissues. Biomarker tests can help in understanding how or if a body will respond to a treatment and predicting how a disease will progress. These tests may also help in understanding the pathways and organs associated with the disease being studied.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Optional Biomarker Testing Being Done in this Study,"During the course of this study, researchers would also like to run testing on your samples that looks at some or all of your DNA (deoxyribonucleic acid). DNA is genetic material that is found in all the cells of your body. DNA contains instructions (called genes) that your body reads to understand how it should be built and work. This information can also aid in understanding how or if a body will respond to the study treatment(s) and predicting how the disease may progress. These tests may also help in understanding the pathways and organs associated with the disease being studied. This testing is not required in order to participate in this study.",,,yes,yes,"During the course of this study, researchers would also like to run testing on your samples that looks at some or all of your DNA (deoxyribonucleic acid). DNA is genetic material that is found in all the cells of your body. DNA contains instructions (called genes) that your body reads to understand how it should be built and work. This information can also aid in understanding how or if a body will respond to the study treatment(s) and predicting how the disease may progress. These tests may also help in understanding the pathways and organs associated with the disease being studied. This testing is not required in order to participate in this study.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Optional Biomarker Testing Being Done in this Study,"There may be risks to your eligibility for employment, life insurance, mortgage insurance or private health insurance if the results of genetic testing were to be inadvertently disclosed to certain parties. Safeguards have been established to ensure that such disclosure will not occur. For example, we have taken steps to ensure that a coded number, rather than your name, will be used to identify your sample and that your name will not be disclosed in association with the sample at any time. In addition, the results of genetic testing will not be placed upon your medical record, nor will these results be shared with you, your family doctor, or your study doctor. Despite these efforts, we cannot guarantee you with 100% certainty that your genetic information could never be linked to you.",,,yes,yes,"There may be risks to your eligibility for employment, life insurance, mortgage insurance or private health insurance if the results of genetic testing were to be inadvertently disclosed to certain parties. Safeguards have been established to ensure that such disclosure will not occur. For example, we have taken steps to ensure that a coded number, rather than your name, will be used to identify your sample and that your name will not be disclosed in association with the sample at any time. In addition, the results of genetic testing will not be placed upon your medical record, nor will these results be shared with you, your family doctor, or your study doctor. Despite these efforts, we cannot guarantee you with 100% certainty that your genetic information could never be linked to you.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Optional Biomarker Testing Being Done in this Study,The information from these tests may also be used to create or improve tests that may help predict how study participants and their disease are responding to treatment or to help choose the right drug for patients. The information from these tests may also be used to inform new studies as they are developed in the future.,,,yes,yes,"The information from these tests may also be used to create or improve tests that may help predict how study participants and their disease are responding to treatment or to help choose the right drug for patients. The information from these tests may also be used to inform new studies as they are developed in the future.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Optional Biomarker Testing Being Done in this Study,"The purpose of this biomarker testing is to study the effects of the study drug on the body and to learn more about the psoriasis, autoimmunity, and associated medical conditions under study. The work may involve all aspects or possible causes of these diseases and conditions, including but not limited to inflammation, autoimmunity, liver inflammation and scarring, cardiovascular health, and metabolic syndrome pathways (fibrosis, obesity, diabetes mellitus, heart disease).",,,yes,yes,"The purpose of this biomarker testing is to study the effects of the study drug on the body and to learn more about the psoriasis, autoimmunity, and associated medical conditions under study. The work may involve all aspects or possible causes of these diseases and conditions, including but not limited to inflammation, autoimmunity, liver inflammation and scarring, cardiovascular health, and metabolic syndrome pathways (fibrosis, obesity, diabetes mellitus, heart disease).
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Optional Biomarker Testing Being Done in this Study,The samples collected during this study will be used for the purposes described in this section throughout their usable life and will be destroyed at the end of the scheduled storage period which will be no longer than fifteen (15) years after the end of the study or the maximum allowed by applicable law.,,,yes,yes,"The samples collected during this study will be used for the purposes described in this section throughout their usable life and will be destroyed at the end of the scheduled storage period which will be no longer than fifteen (15) years after the end of the study or the maximum allowed by applicable law.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Optional Biomarker Testing Being Done in this Study,Please choose from the options below regarding this optional testing:,,,yes,yes,"Please choose from the options below regarding this optional testing:
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Optional Biomarker Testing Being Done in this Study,Bullet- I agree to the collection of a blood sample(s) to be used for this optional DNA testing described in this section that relates to this research study,Yes,,yes,yes,"Bullet- I agree to the collection of a blood sample(s) to be used for this optional DNA testing described in this section that relates to this research study
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Optional Biomarker Testing Being Done in this Study,Bullet- I do not agree to the optional blood sample for DNA collection described in this section that relates to this research study,No,,yes,no,"Bullet- I do not agree to the optional blood sample for DNA collection described in this section that relates to this research study
I do not agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Risks and Discomforts,"We do not know all the possible side effects of the study treatments (BMS-986165, placebo and apremilast). Like all medicines, the study treatments can cause side effects, although not everybody gets them. Most side effects are mild to moderate in intensity. However, some people may experience serious side effects and may require treatment.",,,yes,yes,"We do not know all the possible side effects of the study treatments (BMS-986165, placebo and apremilast). Like all medicines, the study treatments can cause side effects, although not everybody gets them. Most side effects are mild to moderate in intensity. However, some people may experience serious side effects and may require treatment.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Risks and Discomforts,The following side effects have been experienced by other people who have taken the study treatments. BMS-986165,,,yes,yes,"The following side effects have been experienced by other people who have taken the study treatments. BMS-986165
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Risks and Discomforts,"Overall, approximately 396 healthy people or people with psoriasis have received BMS-986165. Most of",,,yes,yes,"Overall, approximately 396 healthy people or people with psoriasis have received BMS-986165. Most of
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Risks and Discomforts,"the side effects experienced were mild or moderate in intensity. There was 1 case of a serious side effect believed to be due to the study treatment in a healthy participant; in this case, the participant needed to be hospitalized because of a serious skin infection where the study treatment may have played a role.",,,yes,yes,"the side effects experienced were mild or moderate in intensity. There was 1 case of a serious side effect believed to be due to the study treatment in a healthy participant; in this case, the participant needed to be hospitalized because of a serious skin infection where the study treatment may have played a role.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Risks and Discomforts,The side effects in the tables below are based on information on side effects observed in 396 people who received BMS-986165. They received multiple doses of BMS-986165 up to a maximum dose of 12 mg daily.,,,yes,yes,"The side effects in the tables below are based on information on side effects observed in 396 people who received BMS-986165. They received multiple doses of BMS-986165 up to a maximum dose of 12 mg daily.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Risks and Discomforts,"All of the possible discomforts, side effects, and risks related to receiving BMS-986165 are not known. You could have other side effects with this study drug that we donÃ¢ÂÂt know about yet.",,,yes,yes,"All of the possible discomforts, side effects, and risks related to receiving BMS-986165 are not known. You could have other side effects with this study drug that we donÃ¢ÂÂt know about yet.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Risks and Discomforts,"People who take BMS-986165 may have a higher chance of infections. Call the study doctor right away if you have the following symptoms because they may be early signs of a serious infection: fever, feeling very tired, having a cough, feeling like you have the flu, warm, red, or painful skin, burning sensation during urination.",,,yes,yes,"People who take BMS-986165 may have a higher chance of infections. Call the study doctor right away if you have the following symptoms because they may be early signs of a serious infection: fever, feeling very tired, having a cough, feeling like you have the flu, warm, red, or painful skin, burning sensation during urination.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Risks and Discomforts,Talk to the study doctor about your vaccination plans. You should not have received a live vaccine within 2 months before starting the study drug or for 2 months after taking the last dose of the study drug. The study drug may cause some vaccines to be less effective if taken during the treatment period.,,,yes,yes,"Talk to the study doctor about your vaccination plans. You should not have received a live vaccine within 2 months before starting the study drug or for 2 months after taking the last dose of the study drug. The study drug may cause some vaccines to be less effective if taken during the treatment period.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Risks and Discomforts,"Side effects of the study drug when taken with other medications has been looked at in research studies. Based on those studies and what we know about how the body handles the study drug, the chance for interactions with other medications is low.",,,yes,yes,"Side effects of the study drug when taken with other medications has been looked at in research studies. Based on those studies and what we know about how the body handles the study drug, the chance for interactions with other medications is low.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Risks and Discomforts,"Since BMS-986165 is a research medicine, there may be other risks that are yet unknown. All medicines have the potential risk of an allergic reaction, which, if not treated promptly, could become life threatening. You should seek medical help right away if you think you have any of the following symptoms of a serious allergic reaction: trouble breathing or swelling of the face, mouth, lips, gums, tongue or neck. Other symptoms of an allergic reaction may include rash, hives, or blisters.",,,yes,yes,"Since BMS-986165 is a research medicine, there may be other risks that are yet unknown. All medicines have the potential risk of an allergic reaction, which, if not treated promptly, could become life threatening. You should seek medical help right away if you think you have any of the following symptoms of a serious allergic reaction: trouble breathing or swelling of the face, mouth, lips, gums, tongue or neck. Other symptoms of an allergic reaction may include rash, hives, or blisters.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Risks and Discomforts,"It is important that you tell the study doctor about any changes in your health as soon as they occur, whether or not you think they are caused by the study treatment.",,,yes,yes,"It is important that you tell the study doctor about any changes in your health as soon as they occur, whether or not you think they are caused by the study treatment.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Risks and Discomforts,All study treatment must be taken only by the person for whom it has been prescribed.,,,yes,yes,"All study treatment must be taken only by the person for whom it has been prescribed.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Risks and Discomforts,"If new information on the study treatment becomes available that may affect your decision to continue to take part in the study, the study doctor or study staff will inform you (or your legally authorized representative).",,,yes,yes,"If new information on the study treatment becomes available that may affect your decision to continue to take part in the study, the study doctor or study staff will inform you (or your legally authorized representative).
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Risks and Discomforts,Apremilast (OTEZLA ÃÂ®),,,yes,yes,"Apremilast (OTEZLA ÃÂ®)
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Risks and Discomforts,Apremilast is approved for the treatment of patients with moderate to severe plaque psoriasis in Canada.,,,yes,yes,"Apremilast is approved for the treatment of patients with moderate to severe plaque psoriasis in Canada.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Risks and Discomforts,"Like all medicines, apremilast can cause side effects, although not everybody gets them. The following side effects have been observed in people who have taken apremilast:",,,yes,yes,"Like all medicines, apremilast can cause side effects, although not everybody gets them. The following side effects have been observed in people who have taken apremilast:
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Risks and Discomforts,"There have been reports of severe diarrhea, nausea, and vomiting as side effects. Most occurred within the first few weeks of treatment. In some cases, patients were hospitalized. Patients 65 years old or older and patients taking medications that can lead to dehydration or low blood pressure may be at a higher risk of complications from severe diarrhea, nausea, or vomiting.",,,yes,yes,"There have been reports of severe diarrhea, nausea, and vomiting as side effects. Most occurred within the first few weeks of treatment. In some cases, patients were hospitalized. Patients 65 years old or older and patients taking medications that can lead to dehydration or low blood pressure may be at a higher risk of complications from severe diarrhea, nausea, or vomiting.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Risks and Discomforts,Treatment with apremilast is associated with an increase in depression. You or your caregiver should immediately inform the study doctor of any changes in behavior or mood and of any suicidal thoughts you may have.,,,yes,yes,"Treatment with apremilast is associated with an increase in depression. You or your caregiver should immediately inform the study doctor of any changes in behavior or mood and of any suicidal thoughts you may have.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Risks and Discomforts,"Weight loss can occur as a side effect of apremilast. In research studies, weight loss up to 10% of body weight was observed",,,yes,yes,"Weight loss can occur as a side effect of apremilast. In research studies, weight loss up to 10% of body weight was observed
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Risks and Discomforts,"All of the possible discomforts, side effects, and risks related to receiving treatment with apremilast are not known.  You could have additional side effects with this treatment.",,,yes,yes,"All of the possible discomforts, side effects, and risks related to receiving treatment with apremilast are not known.  You could have additional side effects with this treatment.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Risks from Study Procedures,"Some procedures that will be done during the study may carry some risks, which are given below, and the study doctor can provide more information to you.",,,yes,yes,"Some procedures that will be done during the study may carry some risks, which are given below, and the study doctor can provide more information to you.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
Risks from Study Procedures,"In addition to the risks listed below, there may be risks or side effects related to the study drug or other study procedures that are unknown at this time. Let the study doctor know if you experience any change in your condition or any side effects, even those which are not mentioned in this consent form.",,,yes,yes,"In addition to the risks listed below, there may be risks or side effects related to the study drug or other study procedures that are unknown at this time. Let the study doctor know if you experience any change in your condition or any side effects, even those which are not mentioned in this consent form.
I agree to the above statement",Study,"{'Drug': 'BMS-986165', 'Disease': 'Plaque Psoriasis', 'country': 'Canada'}",
