Section_Name,Content,Approved/Disapproved,Blanks,signature,final_response,Content_modified,Category,Entity Dictionary,Final_signature
Procedures,"Genes are sections of the DNA that carry pieces of information. In addition to DNA, another part of the cell, RNA, helps to make proteins and can also carry genetic information. This study has testing that may reveal the genetic information carried by your DNA and RNA. During the course of this study, researchers may run biomarker tests on your samples to answer the questions being asked in this study. Biomarkers include proteins, DNA, RNA, and other molecules which can be found in blood, other body fluids, or tissues. Biomarker tests can aid in understanding how or if a body will respond to a treatment and predicting how a disease will progress. The information from these tests may also be used to create or improve tests that may help predict how study participants and their disease will respond to treatment or to help choose the right drug for each study participant.",,,yes,yes,"Genes are sections of the DNA that carry pieces of information. In addition to DNA, another part of the cell, RNA, helps to make proteins and can also carry genetic information. This study has testing that may reveal the genetic information carried by your DNA and RNA. During the course of this study, researchers may run biomarker tests on your samples to answer the questions being asked in this study. Biomarkers include proteins, DNA, RNA, and other molecules which can be found in blood, other body fluids, or tissues. Biomarker tests can aid in understanding how or if a body will respond to a treatment and predicting how a disease will progress. The information from these tests may also be used to create or improve tests that may help predict how study participants and their disease will respond to treatment or to help choose the right drug for each study participant.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Procedures,"The samples collected for biomarker testing during this study will be used for the purposes described in the study procedures section and will be destroyed at the end of their usable life or the end of the scheduled storage period, whichever comes first. The scheduled storage period begins 2 years after the final study report is written and will be for 15 years or the maximum allowed by applicable law.",,,yes,yes,"The samples collected for biomarker testing during this study will be used for the purposes described in the study procedures section and will be destroyed at the end of their usable life or the end of the scheduled storage period, whichever comes first. The scheduled storage period begins 2 years after the final study report is written and will be for 15 years or the maximum allowed by applicable law.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Procedures,"The biomarker testing described in this section is required for the main study. This is separate from the use of samples for additional research, which is described later in this consent.",,,yes,yes,"The biomarker testing described in this section is required for the main study. This is separate from the use of samples for additional research, which is described later in this consent.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Procedures,"All information collected, as described above, will be kept confidential. For details, see the Confidentiality section of this informed consent.",,,yes,yes,"All information collected, as described above, will be kept confidential. For details, see the Confidentiality section of this informed consent.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Procedures,Abbreviations: ECG = electrocardiogram; CT = computed topography; MRI = magnetic resonance imaging.,,,yes,yes,"Abbreviations: ECG = electrocardiogram; CT = computed topography; MRI = magnetic resonance imaging.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Procedures,"After the Day 100 (ÃÂ±7 days) Follow-Up Visit, you will have subsequent Follow-Up Visits every 3 months until you leave the study or the study ends. Those Follow-Up Visits may be done by telephone call. Your survival status will be recorded, and you will be asked about any additional cancer therapies you received after the study treatment was stopped and asked to answer survey questions about your health and activities you are able to perform.",,,yes,yes,"After the Day 100 (ÃÂ±7 days) Follow-Up Visit, you will have subsequent Follow-Up Visits every 3 months until you leave the study or the study ends. Those Follow-Up Visits may be done by telephone call. Your survival status will be recorded, and you will be asked about any additional cancer therapies you received after the study treatment was stopped and asked to answer survey questions about your health and activities you are able to perform.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Procedures,"In the event it is necessary to further evaluate the safety or efficacy of the drug, it may be necessary to have access to additional information about your health status. Your study doctor may attempt to obtain study-related information about your health from you or from other sources, including your primary care physician and public sources such as national patient registries (eg, cancer registries). This may include contacting you again by phone or letter. If your study doctor needs to follow up with you but cannot find you, he may try to learn your new address, telephone number, or current health status by calling or writing to the person(s) named as your secondary contact(s). If your study doctor cannot obtain information through your secondary contact(s), he or she may ask for the assistance of a third-party representative and may share with that representative limited information about you, such as your name and last known address. The representative will consult public sources, such as public health registries and databases, to obtain your current contact information. The representative will only share this information with the study doctor, to help him complete the follow-up stage of the trial. No one but the study doctor or a member of his team will contact you or your family members.",,,yes,yes,"In the event it is necessary to further evaluate the safety or efficacy of the drug, it may be necessary to have access to additional information about your health status. Your study doctor may attempt to obtain study-related information about your health from you or from other sources, including your primary care physician and public sources such as national patient registries (eg, cancer registries). This may include contacting you again by phone or letter. If your study doctor needs to follow up with you but cannot find you, he may try to learn your new address, telephone number, or current health status by calling or writing to the person(s) named as your secondary contact(s). If your study doctor cannot obtain information through your secondary contact(s), he or she may ask for the assistance of a third-party representative and may share with that representative limited information about you, such as your name and last known address. The representative will consult public sources, such as public health registries and databases, to obtain your current contact information. The representative will only share this information with the study doctor, to help him complete the follow-up stage of the trial. No one but the study doctor or a member of his team will contact you or your family members.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
What do I have to do?,Bullet- Tell your study doctor,,,yes,yes,"Bullet- Tell your study doctor
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
What do I have to do?,"Bullet- if you have any allergies, including drug allergies; if you are unsure, ask your primary doctor.",,,yes,yes,"Bullet- if you have any allergies, including drug allergies; if you are unsure, ask your primary doctor.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
What do I have to do?,"Bullet- of any changes to your current medications, illnesses or injuries, unexpected or troublesome side effects, or problems that occur during the study.",,,yes,yes,"Bullet- of any changes to your current medications, illnesses or injuries, unexpected or troublesome side effects, or problems that occur during the study.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
What do I have to do?,Bullet- if you plan to have an elective surgery or any other medical treatment or procedure.,,,yes,yes,"Bullet- if you plan to have an elective surgery or any other medical treatment or procedure.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
What do I have to do?,Bullet- if you plan to start taking any medication (prescription or over the counter).,,,yes,yes,"Bullet- if you plan to start taking any medication (prescription or over the counter).
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
What do I have to do?,Bullet- if you find you have any questions about the study after you sign this form.,,,yes,yes,"Bullet- if you find you have any questions about the study after you sign this form.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
What do I have to do?,Bullet- Attend all scheduled visits.,,,yes,yes,"Bullet- Attend all scheduled visits.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
What do I have to do?,Bullet- Follow the study doctorÃ¢ÂÂs instructions about whether or not you may continue to take your regular prescribed medications or over-the-counter medicines or herbal,,,yes,yes,"Bullet- Follow the study doctorÃ¢ÂÂs instructions about whether or not you may continue to take your regular prescribed medications or over-the-counter medicines or herbal
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
What do I have to do?,"supplements during the study period. Certain medications cannot be taken while you are participating in this trial. This includes certain vaccines. Your study doctor will explain what these medications are. If you need treatment with any medications that are not allowed during your participation in this trial, you must inform the study doctor or the study staff. You will not be denied medications required to treat an illness you may have, but you may be required to stop taking the study medication. This is for your safety, since some medications may not work well with the study treatment, and you might have physical problems.",,,yes,yes,"supplements during the study period. Certain medications cannot be taken while you are participating in this trial. This includes certain vaccines. Your study doctor will explain what these medications are. If you need treatment with any medications that are not allowed during your participation in this trial, you must inform the study doctor or the study staff. You will not be denied medications required to treat an illness you may have, but you may be required to stop taking the study medication. This is for your safety, since some medications may not work well with the study treatment, and you might have physical problems.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
What do I have to do?,Bullet- You should continue to make regular visits to your primary doctor or any other special doctors you were seeing before starting the study because being in the study does not replace regular medical care.,,,yes,yes,"Bullet- You should continue to make regular visits to your primary doctor or any other special doctors you were seeing before starting the study because being in the study does not replace regular medical care.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
What do I have to do?,"Bullet- You and/or your partner must use a reliable form of contraception during the study (as described in this form). If you or your partner becomes pregnant while you are in the study, be sure to tell the study doctor as soon as possible.",,,yes,yes,"Bullet- You and/or your partner must use a reliable form of contraception during the study (as described in this form). If you or your partner becomes pregnant while you are in the study, be sure to tell the study doctor as soon as possible.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
What do I have to do?,Bullet- Provide alternative contact details to keep the study doctor up to date during the study (to avoid loss to follow up) for survival data.,,,yes,yes,"Bullet- Provide alternative contact details to keep the study doctor up to date during the study (to avoid loss to follow up) for survival data.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
What do I have to do?,Bullet- Provide follow-up data as requested even after treatment has stopped.,,,yes,yes,"Bullet- Provide follow-up data as requested even after treatment has stopped.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
What do I have to do?,Bullet- Participants receiving sorafenib or lenvatinib must return any unused bottles and capsules at each site visit.,,,yes,yes,"Bullet- Participants receiving sorafenib or lenvatinib must return any unused bottles and capsules at each site visit.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
What do I have to do?,"Bullet- If you are provided with a Subject Alert Card, please carry it with you at all times.",,,yes,yes,"Bullet- If you are provided with a Subject Alert Card, please carry it with you at all times.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
What do I have to do?,The use of your samples may result in commercial profit. You will no longer have any ownership in the samples. You will not be compensated for the use of your samples other than what is described in this consent form nor will you be able to have the samples returned to you.,,,yes,yes,"The use of your samples may result in commercial profit. You will no longer have any ownership in the samples. You will not be compensated for the use of your samples other than what is described in this consent form nor will you be able to have the samples returned to you.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
What do I have to do?,"Your samples will be stored and shared for future research without additional informed consent if identifiable private information, such as your name and medical record number, are removed. If identifying information is removed from your samples, the samples may be used for future research studies or given to another investigator for future research studies without additional consent from you.",,,yes,yes,"Your samples will be stored and shared for future research without additional informed consent if identifiable private information, such as your name and medical record number, are removed. If identifying information is removed from your samples, the samples may be used for future research studies or given to another investigator for future research studies without additional consent from you.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Potential Risks,"Treatments for cancer often have side effects, including some that are life-threatening or fatal. There is the possibility that death will occur as a result of study treatments and its side effects. There may be additional unknown risks.",,,yes,yes,"Treatments for cancer often have side effects, including some that are life-threatening or fatal. There is the possibility that death will occur as a result of study treatments and its side effects. There may be additional unknown risks.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Potential Risks,"If you experience severe side effects associated with the study drugs, your doctor may prescribe medications to treat the side effect(s), future treatments may be delayed or",,,yes,yes,"If you experience severe side effects associated with the study drugs, your doctor may prescribe medications to treat the side effect(s), future treatments may be delayed or
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Potential Risks,"interrupted, or treatment may be stopped permanently. Any significant new findings that develop during the course of the research and may relate to your willingness to continue participation will be provided to you. You should tell your doctor or nurse right away about any possible side effects you experience.",,,yes,yes,"interrupted, or treatment may be stopped permanently. Any significant new findings that develop during the course of the research and may relate to your willingness to continue participation will be provided to you. You should tell your doctor or nurse right away about any possible side effects you experience.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Potential Risks,Based on what we have learned up to this point about study drugs the following drug reactions are known:,,,yes,yes,"Based on what we have learned up to this point about study drugs the following drug reactions are known:
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Potential Risks,Nivolumab combined with ipilimumab,,,yes,yes,"Nivolumab combined with ipilimumab
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Potential Risks,"Nivolumab with ipilimumab may cause one or more of the side effects listed below. This information is based on data from cancer patients in other clinical trials with nivolumab and ipilimumab. In addition, there may be side effects that are not yet known that may occur.",,,yes,yes,"Nivolumab with ipilimumab may cause one or more of the side effects listed below. This information is based on data from cancer patients in other clinical trials with nivolumab and ipilimumab. In addition, there may be side effects that are not yet known that may occur.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Potential Risks,The following table details the known risks related to this research and how often they may occur.,,,yes,yes,"The following table details the known risks related to this research and how often they may occur.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Potential Risks,Nivolumab alone,,,yes,yes,"Nivolumab alone
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Potential Risks,"If during the study, you receive nivolumab monotherapy, the doctor will discuss the side effects with you. The toxicities are similar to those listed above for nivolumab in combination with ipilimumab; however, how likely they are to occur (whether they are common or rare) may be slightly different than for nivolumab given in combination with ipilimumab. For example, very common side effects of nivolumab alone are diarrhea, fatigue, itching and rash.",,,yes,yes,"If during the study, you receive nivolumab monotherapy, the doctor will discuss the side effects with you. The toxicities are similar to those listed above for nivolumab in combination with ipilimumab; however, how likely they are to occur (whether they are common or rare) may be slightly different than for nivolumab given in combination with ipilimumab. For example, very common side effects of nivolumab alone are diarrhea, fatigue, itching and rash.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Potential Risks,"Lung Inflammation (pneumonitis): It is possible that nivolumab (alone or in combination with ipilimumab) may cause inflammation of the tissues of the lung. This side effect has been reported in patients treated with nivolumab. While many patients with x-ray or computed topography (CT) abnormalities have not developed any symptoms, some patients have developed mild-to-severe symptoms and, in rare cases, death has occurred as a result of their lung inflammation. Signs and symptoms of lung inflammation may include difficulty breathing, pain or discomfort while breathing, chest pain, cough, shortness of breath, increased rate of breathing, fever, low blood oxygen levels, or fatigue.",,,yes,yes,"Lung Inflammation (pneumonitis): It is possible that nivolumab (alone or in combination with ipilimumab) may cause inflammation of the tissues of the lung. This side effect has been reported in patients treated with nivolumab. While many patients with x-ray or computed topography (CT) abnormalities have not developed any symptoms, some patients have developed mild-to-severe symptoms and, in rare cases, death has occurred as a result of their lung inflammation. Signs and symptoms of lung inflammation may include difficulty breathing, pain or discomfort while breathing, chest pain, cough, shortness of breath, increased rate of breathing, fever, low blood oxygen levels, or fatigue.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Potential Risks,"Your study doctor and nurse will watch you closely for changes in your ability to breathe and for other signs or symptoms that might show you are developing this type of lung inflammation, and they will perform regular tests including physical examinations, measurement of oxygen levels through non-invasive testing (ie, pulse oximeter), blood tests, chest x-rays, and/or CT scans.",,,yes,yes,"Your study doctor and nurse will watch you closely for changes in your ability to breathe and for other signs or symptoms that might show you are developing this type of lung inflammation, and they will perform regular tests including physical examinations, measurement of oxygen levels through non-invasive testing (ie, pulse oximeter), blood tests, chest x-rays, and/or CT scans.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Please inform your study doctor or nurse AT ONCE if you experience any of the following:,Bullet- any new or increased shortness of breath,,,yes,yes,"Bullet- any new or increased shortness of breath
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Please inform your study doctor or nurse AT ONCE if you experience any of the following:,Bullet- any new or increased chest pain,,,yes,yes,"Bullet- any new or increased chest pain
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Please inform your study doctor or nurse AT ONCE if you experience any of the following:,Bullet- any new or increased pain/difficulty while breathing,,,yes,yes,"Bullet- any new or increased pain/difficulty while breathing
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Please inform your study doctor or nurse AT ONCE if you experience any of the following:,Bullet- any new or increased cough or any significant change in your type of cough; for example any new or increased mucous or blood in your cough,,,yes,yes,"Bullet- any new or increased cough or any significant change in your type of cough; for example any new or increased mucous or blood in your cough
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Please inform your study doctor or nurse AT ONCE if you experience any of the following:,Bullet- any change in the amount of oxygen you require,,,yes,yes,"Bullet- any change in the amount of oxygen you require
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Please inform your study doctor or nurse AT ONCE if you experience any of the following:,"Bullet- any fever, fatigue, or other symptoms that occur at the same time as any changes to your breathing or other lung symptoms",,,yes,yes,"Bullet- any fever, fatigue, or other symptoms that occur at the same time as any changes to your breathing or other lung symptoms
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Please inform your study doctor or nurse AT ONCE if you experience any of the following:,"If you start to feel these symptoms, your study doctor will ask you to return to the clinic for additional tests, which could include a physical examination, measurement of oxygen levels, blood tests, chest x-rays, and/or CT scans. You will be monitored very closely for changes in your overall lung symptoms; monitoring may require hospitalization. You may require specific treatment to control pneumonitis. You may also be seen by a special doctor, called a pulmonologist, who has special training to be an expert in how your lungs work.",,,yes,yes,"If you start to feel these symptoms, your study doctor will ask you to return to the clinic for additional tests, which could include a physical examination, measurement of oxygen levels, blood tests, chest x-rays, and/or CT scans. You will be monitored very closely for changes in your overall lung symptoms; monitoring may require hospitalization. You may require specific treatment to control pneumonitis. You may also be seen by a special doctor, called a pulmonologist, who has special training to be an expert in how your lungs work.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Other side effects for nivolumab with or without ipilimumab:,"Bullet- Prolonged treatment with medicines that reduce inflammation, sometimes needed to manage the side effects of nivolumab with or without ipilimumab treatment, may lower your",,,yes,yes,"Bullet- Prolonged treatment with medicines that reduce inflammation, sometimes needed to manage the side effects of nivolumab with or without ipilimumab treatment, may lower your
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Other side effects for nivolumab with or without ipilimumab:,"bodyÃ¢ÂÂs ability to fight off certain infections (ie, opportunistic infections). These infections may require treatment with antibiotic or antifungal medications and may be fatal.",,,yes,yes,"bodyÃ¢ÂÂs ability to fight off certain infections (ie, opportunistic infections). These infections may require treatment with antibiotic or antifungal medications and may be fatal.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Other side effects for nivolumab with or without ipilimumab:,"Bullet- Complications, including fatal events, have occurred in patients who received allogeneic hematopoietic stem cell transplantation (HSCT) before or after nivolumab.",,,yes,yes,"Bullet- Complications, including fatal events, have occurred in patients who received allogeneic hematopoietic stem cell transplantation (HSCT) before or after nivolumab.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Other side effects for nivolumab with or without ipilimumab:,"Bullet- Complications, including rejection, have also been reported in patients who have received an organ or tissue transplant. Treatment with nivolumab may increase the risk of rejection of the organ or tissue transplant.",,,yes,yes,"Bullet- Complications, including rejection, have also been reported in patients who have received an organ or tissue transplant. Treatment with nivolumab may increase the risk of rejection of the organ or tissue transplant.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Other side effects for nivolumab with or without ipilimumab:,Sorafenib,,,yes,yes,"Sorafenib
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Other side effects for nivolumab with or without ipilimumab:,"Sorafenib may cause one or more of the side effects listed below. This information is based on data from the Sorafenib Patient Leaflet (June 2018). In addition, there may be side effects that are not yet known that may occur.",,,yes,yes,"Sorafenib may cause one or more of the side effects listed below. This information is based on data from the Sorafenib Patient Leaflet (June 2018). In addition, there may be side effects that are not yet known that may occur.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Other side effects for nivolumab with or without ipilimumab:,Lenvatinib,,,yes,yes,"Lenvatinib
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Other side effects for nivolumab with or without ipilimumab:,"Lenvatinib may cause one or more of the side effects listed below. This information is based on data from the Lenvatinib Patient Leaflet (February 2019). In addition, there may be side effects that are not yet known that may occur.",,,yes,yes,"Lenvatinib may cause one or more of the side effects listed below. This information is based on data from the Lenvatinib Patient Leaflet (February 2019). In addition, there may be side effects that are not yet known that may occur.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Other side effects for nivolumab with or without ipilimumab:,Other side effects (regardless of study treatment),,,yes,yes,"Other side effects (regardless of study treatment)
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Other side effects for nivolumab with or without ipilimumab:,Regardless which study treatment you receive you may experience other side effects associated to study procedures:,,,yes,yes,"Regardless which study treatment you receive you may experience other side effects associated to study procedures:
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Other side effects for nivolumab with or without ipilimumab:,"Bullet- Side effects associated with blood draws or use of an IV catheter may include infection, bruising, redness, discomfort, or bleeding at the needle puncture site.",,,yes,yes,"Bullet- Side effects associated with blood draws or use of an IV catheter may include infection, bruising, redness, discomfort, or bleeding at the needle puncture site.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Other side effects for nivolumab with or without ipilimumab:,"Bullet- Sometimes study participants have allergic reactions to the dyes used in CT scans. This is rare and can involve itching or rash. In severe cases, you may have difficulty breathing and dangerous lowering of your blood pressure. If you know you have an allergy to the dye, or to iodine or shellfish, please let your study doctor and radiologist know. These scans are also associated with exposure to varying amounts of radiation.",,,yes,yes,"Bullet- Sometimes study participants have allergic reactions to the dyes used in CT scans. This is rare and can involve itching or rash. In severe cases, you may have difficulty breathing and dangerous lowering of your blood pressure. If you know you have an allergy to the dye, or to iodine or shellfish, please let your study doctor and radiologist know. These scans are also associated with exposure to varying amounts of radiation.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Other side effects for nivolumab with or without ipilimumab:,"Bullet- A liver biopsy may cause pain and bruising at the biopsy or incision site and may cause other complications such as tumor seeding or bleeding, which may require hospitalization, transfusions, and sometimes surgery or another procedure to stop the bleeding.",,,yes,yes,"Bullet- A liver biopsy may cause pain and bruising at the biopsy or incision site and may cause other complications such as tumor seeding or bleeding, which may require hospitalization, transfusions, and sometimes surgery or another procedure to stop the bleeding.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Other side effects for nivolumab with or without ipilimumab:,There may be risks or side effects which are unknown at this time.,,,yes,yes,"There may be risks or side effects which are unknown at this time.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Other side effects for nivolumab with or without ipilimumab:,Your condition may not get better or may become worse while you are in this study.,,,yes,yes,"Your condition may not get better or may become worse while you are in this study.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Other side effects for nivolumab with or without ipilimumab:,Certain drugs may increase the severity of these side effects if taken during the study. Ask your study doctor for a full list of prohibited medications.,,,yes,yes,"Certain drugs may increase the severity of these side effects if taken during the study. Ask your study doctor for a full list of prohibited medications.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Possible Pregnancy Risks,"Nivolumab, the combination of nivolumab and ipilimumab, sorafenib and lenvatinib have been studied in laboratory and animal experiments to see if they cause problems with pregnancy or birth defects. Their use in pregnant women has not been formally studied in clinical studies.",,,yes,yes,"Nivolumab, the combination of nivolumab and ipilimumab, sorafenib and lenvatinib have been studied in laboratory and animal experiments to see if they cause problems with pregnancy or birth defects. Their use in pregnant women has not been formally studied in clinical studies.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Possible Pregnancy Risks,"There is not enough information to determine if they could cause problems for a pregnancy or developing baby, and therefore it is not possible to say that nothing bad will happen when a woman gets pregnant while she or her sexual partner is taking these drugs. Because many medicinal products, including antibodies, can be secreted in human milk, a risk to newborns/infants cannot be excluded. Taking the study drug may involve unknown risks to a pregnant woman, an embryo, fetus (unborn baby), or nursing infant. Therefore, if you are a woman who is pregnant, planning to become pregnant, or are breastfeeding a child, you cannot take part in this study.",,,yes,yes,"There is not enough information to determine if they could cause problems for a pregnancy or developing baby, and therefore it is not possible to say that nothing bad will happen when a woman gets pregnant while she or her sexual partner is taking these drugs. Because many medicinal products, including antibodies, can be secreted in human milk, a risk to newborns/infants cannot be excluded. Taking the study drug may involve unknown risks to a pregnant woman, an embryo, fetus (unborn baby), or nursing infant. Therefore, if you are a woman who is pregnant, planning to become pregnant, or are breastfeeding a child, you cannot take part in this study.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Possible Pregnancy Risks,"If you (or your partner) become pregnant while in this study, the sponsor may ask to follow the outcome of the pregnancy. If you agree to allow the study doctor to follow your pregnancy,",,,yes,yes,"If you (or your partner) become pregnant while in this study, the sponsor may ask to follow the outcome of the pregnancy. If you agree to allow the study doctor to follow your pregnancy,
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Possible Pregnancy Risks,you will be asked to read and sign a separate consent form for permission to follow the outcome of your pregnancy.,,,yes,yes,"you will be asked to read and sign a separate consent form for permission to follow the outcome of your pregnancy.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
