Section_Name,Content,Approved/Disapproved,Blanks,signature,final_response,Content_modified,Category,Entity Dictionary,Final_signature
Study Procedures and Assessments,"In the event it is necessary to further evaluate the safety or efficacy of the drug, it may be necessary to have access to additional information about your health status. Your study doctor may attempt to obtain study-related information about your health from you or from other sources, including your primary care physician and public sources such as national patient registries (eg, cancer registries). This may include contacting you again by phone or letter. If your study doctor needs to follow up with you but cannot find you, your study doctor may try to learn your new address, telephone number, or current health status by calling or writing to the person(s) named as your secondary contact(s). If your study doctor cannot obtain information through your secondary contact(s), he or she may ask for the assistance of a third-party representative and may share with that representative limited information about you, such as your name and last known address. The representative will consult public sources, such as public health registries and databases, to obtain your current contact information. The representative will only share this information with the study doctor, to help your study doctor complete the follow-up stage of the trial. No one but the study doctor or a member of the Toledo Clinic Cancer Center research team will contact you or your family members.",,,yes,yes,"In the event it is necessary to further evaluate the safety or efficacy of the drug, it may be necessary to have access to additional information about your health status. Your study doctor may attempt to obtain study-related information about your health from you or from other sources, including your primary care physician and public sources such as national patient registries (eg, cancer registries). This may include contacting you again by phone or letter. If your study doctor needs to follow up with you but cannot find you, your study doctor may try to learn your new address, telephone number, or current health status by calling or writing to the person(s) named as your secondary contact(s). If your study doctor cannot obtain information through your secondary contact(s), he or she may ask for the assistance of a third-party representative and may share with that representative limited information about you, such as your name and last known address. The representative will consult public sources, such as public health registries and databases, to obtain your current contact information. The representative will only share this information with the study doctor, to help your study doctor complete the follow-up stage of the trial. No one but the study doctor or a member of the Toledo Clinic Cancer Center research team will contact you or your family members.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
What do I have to do?,Bullet- Tell your study doctor,,,yes,yes,"Bullet- Tell your study doctor
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
What do I have to do?,"Bullet- if you have any allergies, including drug allergies; if you are unsure, ask your primary doctor.",,,yes,yes,"Bullet- if you have any allergies, including drug allergies; if you are unsure, ask your primary doctor.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
What do I have to do?,"Bullet- of any changes to your current medications, illnesses or injuries, unexpected or troublesome side effects, or problems that occur during the study.",,,yes,yes,"Bullet- of any changes to your current medications, illnesses or injuries, unexpected or troublesome side effects, or problems that occur during the study.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
What do I have to do?,Bullet- if you plan to have an elective surgery or any other medical treatment or,,,yes,yes,"Bullet- if you plan to have an elective surgery or any other medical treatment or
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
What do I have to do?,procedure.,,,yes,yes,"procedure.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
What do I have to do?,Bullet- if you plan to start taking any medication (prescription or over the counter).,,,yes,yes,"Bullet- if you plan to start taking any medication (prescription or over the counter).
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
What do I have to do?,Bullet- if you find you have any questions about the study after you sign this form.,,,yes,yes,"Bullet- if you find you have any questions about the study after you sign this form.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
What do I have to do?,Bullet- Attend all scheduled visits.,,,yes,yes,"Bullet- Attend all scheduled visits.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
What do I have to do?,"Bullet- Follow the study doctorÃ¢ÂÂs instructions about whether or not you may continue to take your regular prescribed medications or over-the-counter medicines or herbal supplements during the study period. Certain medications cannot be taken while you are participating in this trial. This includes certain vaccines. Your study doctor will explain what these medications are. If you need treatment with any medications that are not allowed during your participation in this trial, you must inform the study doctor or the study staff. You will not be denied medications required to treat an illness you may have, but you may be",,,yes,yes,"Bullet- Follow the study doctorÃ¢ÂÂs instructions about whether or not you may continue to take your regular prescribed medications or over-the-counter medicines or herbal supplements during the study period. Certain medications cannot be taken while you are participating in this trial. This includes certain vaccines. Your study doctor will explain what these medications are. If you need treatment with any medications that are not allowed during your participation in this trial, you must inform the study doctor or the study staff. You will not be denied medications required to treat an illness you may have, but you may be
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
What do I have to do?,TCI IRB Approved 3/11/20 to 8/13/20,,,yes,yes,"TCI IRB Approved 3/11/20 to 8/13/20
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
What do I have to do?,"CA209-9DW Study Master ICF_V1.0_07Apr2019	Page 9",,,yes,yes,"CA209-9DW Study Master ICF_V1.0_07Apr2019	Page 9
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
What do I have to do?,"required to stop taking the study medication. This is for your safety, since some medications may not work well with the study treatment, and you might have physical problems.",,,yes,yes,"required to stop taking the study medication. This is for your safety, since some medications may not work well with the study treatment, and you might have physical problems.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
What do I have to do?,Bullet- You should continue to make regular visits to your primary doctor or any other special doctors you were seeing before starting the study because being in the study does not replace regular medical care.,,,yes,yes,"Bullet- You should continue to make regular visits to your primary doctor or any other special doctors you were seeing before starting the study because being in the study does not replace regular medical care.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
What do I have to do?,"Bullet- You and/or your partner must use a reliable form of contraception during the study (as described in this form). If you or your partner becomes pregnant while you are in the study, be sure to tell the study doctor as soon as possible.",,,yes,yes,"Bullet- You and/or your partner must use a reliable form of contraception during the study (as described in this form). If you or your partner becomes pregnant while you are in the study, be sure to tell the study doctor as soon as possible.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
What do I have to do?,Bullet- Provide alternative contact details to keep the study doctor up to date during the study (to avoid loss to follow up) for survival data.,,,yes,yes,"Bullet- Provide alternative contact details to keep the study doctor up to date during the study (to avoid loss to follow up) for survival data.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
What do I have to do?,Bullet- Provide follow-up data as requested even after treatment has stopped.,,,yes,yes,"Bullet- Provide follow-up data as requested even after treatment has stopped.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
What do I have to do?,Bullet- Participants receiving sorafenib or lenvatinib must return any unused bottles and capsules at each site visit.,,,yes,yes,"Bullet- Participants receiving sorafenib or lenvatinib must return any unused bottles and capsules at each site visit.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
What do I have to do?,"Bullet- If you are provided with a Subject Alert Card (a card identifying you as a subject in a research study), please carry it with you at all times.",,,yes,yes,"Bullet- If you are provided with a Subject Alert Card (a card identifying you as a subject in a research study), please carry it with you at all times.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
What are the benefits of being in this study?,There is no guarantee that you will receive any benefits from study treatments.,,,yes,yes,"There is no guarantee that you will receive any benefits from study treatments.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
What are the benefits of being in this study?,"Sorafenib and lenvatinib are both approved for the treatment of patients with advanced liver cancer not previously treated with drug therapy. If you receive sorafenib or lenvatinib, benefits may be expected, but there is no guarantee that these drugs will work for you. You might not benefit from the treatment, but you will still receive the standard of care for your disease.",,,yes,yes,"Sorafenib and lenvatinib are both approved for the treatment of patients with advanced liver cancer not previously treated with drug therapy. If you receive sorafenib or lenvatinib, benefits may be expected, but there is no guarantee that these drugs will work for you. You might not benefit from the treatment, but you will still receive the standard of care for your disease.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
What are the benefits of being in this study?,"Nivolumab alone has been approved by the US FDA for the treatment of patients with advanced liver cancer who have been previously treated with sorafenib. However, the benefit of the combination nivolumab plus ipilimumab followed by nivolumab alone has not yet been proven in liver cancer. The investigational treatment may be an effective treatment to delay the growth of your cancer, but it is also possible that you will not have the expected benefit. You might not benefit from the treatment but still receive careful monitoring of your physical condition, frequent visits with a study doctor, and the opportunity to help others by contributing to a scientific investigation.",,,yes,yes,"Nivolumab alone has been approved by the US FDA for the treatment of patients with advanced liver cancer who have been previously treated with sorafenib. However, the benefit of the combination nivolumab plus ipilimumab followed by nivolumab alone has not yet been proven in liver cancer. The investigational treatment may be an effective treatment to delay the growth of your cancer, but it is also possible that you will not have the expected benefit. You might not benefit from the treatment but still receive careful monitoring of your physical condition, frequent visits with a study doctor, and the opportunity to help others by contributing to a scientific investigation.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
What are the benefits of being in this study?,"Your condition will be checked as long as your participation in the study lasts. However, services provided and evaluations carried out as part of the study should not be seen as a substitute for a careful evaluation, ongoing medical care, or follow up by your primary doctor.",,,yes,yes,"Your condition will be checked as long as your participation in the study lasts. However, services provided and evaluations carried out as part of the study should not be seen as a substitute for a careful evaluation, ongoing medical care, or follow up by your primary doctor.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
What are the risks and possible discomforts?,"Treatments for cancer often have side effects, including some that are life-threatening or fatal. There is the possibility that death will occur as a result of study treatments and its side effects. There may be additional unknown risks.",,,yes,yes,"Treatments for cancer often have side effects, including some that are life-threatening or fatal. There is the possibility that death will occur as a result of study treatments and its side effects. There may be additional unknown risks.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
What are the risks and possible discomforts?,"If you experience severe side effects associated with the study drugs, your doctor may prescribe medications to treat the side effect(s), future treatments may be delayed or interrupted, or treatment may be stopped permanently. Any significant new findings that develop during the course of the research and may relate to your willingness to continue participation will be provided to you. You should tell your doctor or nurse right away about any possible side effects you experience.",,,yes,yes,"If you experience severe side effects associated with the study drugs, your doctor may prescribe medications to treat the side effect(s), future treatments may be delayed or interrupted, or treatment may be stopped permanently. Any significant new findings that develop during the course of the research and may relate to your willingness to continue participation will be provided to you. You should tell your doctor or nurse right away about any possible side effects you experience.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
What are the risks and possible discomforts?,Based on what we have learned up to this point about study drugs the following adverse drug reactions are known:,,,yes,yes,"Based on what we have learned up to this point about study drugs the following adverse drug reactions are known:
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Nivolumab combined with ipilimumab,"Nivolumab with ipilimumab may cause one or more of the side effects listed below. This information is based on data from cancer patients in other clinical trials with nivolumab and ipilimumab. In addition, there may be side effects that are not yet known that may occur.",,,yes,yes,"Nivolumab with ipilimumab may cause one or more of the side effects listed below. This information is based on data from cancer patients in other clinical trials with nivolumab and ipilimumab. In addition, there may be side effects that are not yet known that may occur.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Very common (may affect more than 1 in 10 people) side effects:,Bullet- high or low blood pressure;,,,yes,yes,"Bullet- high or low blood pressure;
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Very common (may affect more than 1 in 10 people) side effects:,Bullet- loss of appetite or weight loss;,,,yes,yes,"Bullet- loss of appetite or weight loss;
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Very common (may affect more than 1 in 10 people) side effects:,Bullet- feeling sick and being sick;,,,yes,yes,"Bullet- feeling sick and being sick;
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Very common (may affect more than 1 in 10 people) side effects:,Bullet- constipation;,,,yes,yes,"Bullet- constipation;
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Very common (may affect more than 1 in 10 people) side effects:,Bullet- diarrhea;,,,yes,yes,"Bullet- diarrhea;
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Very common (may affect more than 1 in 10 people) side effects:,Bullet- abdominal pain;,,,yes,yes,"Bullet- abdominal pain;
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Very common (may affect more than 1 in 10 people) side effects:,Bullet- indigestion;,,,yes,yes,"Bullet- indigestion;
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Very common (may affect more than 1 in 10 people) side effects:,Bullet- feeling very tired or weak;,,,yes,yes,"Bullet- feeling very tired or weak;
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Very common (may affect more than 1 in 10 people) side effects:,Bullet- hoarse voice;,,,yes,yes,"Bullet- hoarse voice;
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Very common (may affect more than 1 in 10 people) side effects:,Bullet- swelling of the legs;,,,yes,yes,"Bullet- swelling of the legs;
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Very common (may affect more than 1 in 10 people) side effects:,Bullet- rash;,,,yes,yes,"Bullet- rash;
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Very common (may affect more than 1 in 10 people) side effects:,"Bullet- dry, sore, or inflamed mouth;",,,yes,yes,"Bullet- dry, sore, or inflamed mouth;
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Very common (may affect more than 1 in 10 people) side effects:,Bullet- odd taste sensation;,,,yes,yes,"Bullet- odd taste sensation;
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Very common (may affect more than 1 in 10 people) side effects:,Bullet- joint or muscle pain;,,,yes,yes,"Bullet- joint or muscle pain;
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Very common (may affect more than 1 in 10 people) side effects:,Bullet- feeling dizzy;,,,yes,yes,"Bullet- feeling dizzy;
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Very common (may affect more than 1 in 10 people) side effects:,Bullet- hair loss;,,,yes,yes,"Bullet- hair loss;
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Very common (may affect more than 1 in 10 people) side effects:,"Bullet- bleeding (most commonly nose bleeds, but also other types of bleeding such as blood in the urine, bruising, bleeding from the gums or gut wall);",,,yes,yes,"Bullet- bleeding (most commonly nose bleeds, but also other types of bleeding such as blood in the urine, bruising, bleeding from the gums or gut wall);
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Very common (may affect more than 1 in 10 people) side effects:,Bullet- trouble sleeping;,,,yes,yes,"Bullet- trouble sleeping;
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Very common (may affect more than 1 in 10 people) side effects:,Bullet- changes in urine tests for protein (high) and urinary infections (increased frequency in urination and pain in passing urine);,,,yes,yes,"Bullet- changes in urine tests for protein (high) and urinary infections (increased frequency in urination and pain in passing urine);
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Very common (may affect more than 1 in 10 people) side effects:,Bullet- headache and back pain;,,,yes,yes,"Bullet- headache and back pain;
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Very common (may affect more than 1 in 10 people) side effects:,"Bullet- redness, soreness and swelling of the skin on the hands and feet (hand-foot syndrome);",,,yes,yes,"Bullet- redness, soreness and swelling of the skin on the hands and feet (hand-foot syndrome);
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Very common (may affect more than 1 in 10 people) side effects:,"Bullet- underactive thyroid (tiredness, weight gain, constipation, feeling cold, dry skin);",,,yes,yes,"Bullet- underactive thyroid (tiredness, weight gain, constipation, feeling cold, dry skin);
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Very common (may affect more than 1 in 10 people) side effects:,Bullet- changes in blood test results for potassium levels (low) and calcium levels (low);,,,yes,yes,"Bullet- changes in blood test results for potassium levels (low) and calcium levels (low);
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Very common (may affect more than 1 in 10 people) side effects:,"Bullet- decrease in the number of white blood cells, which may lead to infection;",,,yes,yes,"Bullet- decrease in the number of white blood cells, which may lead to infection;
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Very common (may affect more than 1 in 10 people) side effects:,Bullet- changes in blood test results for liver function;,,,yes,yes,"Bullet- changes in blood test results for liver function;
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Very common (may affect more than 1 in 10 people) side effects:,Bullet- low levels of platelets in the blood which may lead to bruising and difficulty in wound healing.,,,yes,yes,"Bullet- low levels of platelets in the blood which may lead to bruising and difficulty in wound healing.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Common (may affect up to 1 in 10 people) side effects:,Bullet- loss of body fluids (dehydration);,,,yes,yes,"Bullet- loss of body fluids (dehydration);
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Common (may affect up to 1 in 10 people) side effects:,Bullet- heart palpitations;,,,yes,yes,"Bullet- heart palpitations;
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Common (may affect up to 1 in 10 people) side effects:,"Bullet- dry skin, thickening and itching of the skin;",,,yes,yes,"Bullet- dry skin, thickening and itching of the skin;
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Common (may affect up to 1 in 10 people) side effects:,"Bullet- feeling bloated or having excess wind (gas, flatulence);",,,yes,yes,"Bullet- feeling bloated or having excess wind (gas, flatulence);
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Common (may affect up to 1 in 10 people) side effects:,"Bullet- heart problems or blood clots in the lungs (difficulty breathing, chest pain) or other organs;",,,yes,yes,"Bullet- heart problems or blood clots in the lungs (difficulty breathing, chest pain) or other organs;
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Common (may affect up to 1 in 10 people) side effects:,Bullet- liver failure;,,,yes,yes,"Bullet- liver failure;
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Common (may affect up to 1 in 10 people) side effects:,"Bullet- drowsiness, confusion, poor concentration, loss of consciousness that may be signs of liver failure;",,,yes,yes,"Bullet- drowsiness, confusion, poor concentration, loss of consciousness that may be signs of liver failure;
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Common (may affect up to 1 in 10 people) side effects:,Bullet- feeling unwell;,,,yes,yes,"Bullet- feeling unwell;
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Common (may affect up to 1 in 10 people) side effects:,Bullet- inflammation of the gallbladder;,,,yes,yes,"Bullet- inflammation of the gallbladder;
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Common (may affect up to 1 in 10 people) side effects:,Bullet- stroke;,,,yes,yes,"Bullet- stroke;
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Common (may affect up to 1 in 10 people) side effects:,Bullet- anal fistula (a small channel that forms between the anus and the surrounding skin);,,,yes,yes,"Bullet- anal fistula (a small channel that forms between the anus and the surrounding skin);
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Common (may affect up to 1 in 10 people) side effects:,"Bullet- changes in blood test results for magnesium (low), cholesterol (high) and thyroid stimulating hormone (high);",,,yes,yes,"Bullet- changes in blood test results for magnesium (low), cholesterol (high) and thyroid stimulating hormone (high);
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Common (may affect up to 1 in 10 people) side effects:,Bullet- changes in blood test results for kidney function and kidney failure;,,,yes,yes,"Bullet- changes in blood test results for kidney function and kidney failure;
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Common (may affect up to 1 in 10 people) side effects:,"Bullet- increase in lipase and amylase (enzymes involved in digestion), due to inflammation of the pancreas.",,,yes,yes,"Bullet- increase in lipase and amylase (enzymes involved in digestion), due to inflammation of the pancreas.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Common (may affect up to 1 in 10 people) side effects:,"Uncommon (may affect up to 1 in 100 people) side effects: (1) painful infection or irritation near the anus; (2) mini-stroke; (3) liver damage; (4) severe pain in the upper left part of the belly (abdomen) which may be associated with fever, chills, nausea and vomiting (splenic infarction);",,,yes,yes,"Uncommon (may affect up to 1 in 100 people) side effects: (1) painful infection or irritation near the anus; (2) mini-stroke; (3) liver damage; (4) severe pain in the upper left part of the belly (abdomen) which may be associated with fever, chills, nausea and vomiting (splenic infarction);
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Common (may affect up to 1 in 10 people) side effects:,"(5) inflammation of the pancreas; (6) wound healing problems; (7) severe pain in the back, chest or abdomen associated with tearing in the wall of the aorta and internal bleeding.",,,yes,yes,"(5) inflammation of the pancreas; (6) wound healing problems; (7) severe pain in the back, chest or abdomen associated with tearing in the wall of the aorta and internal bleeding.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Uncommon (may affect up to 1 in 100 people) side effects:,Bullet- inflamed stomach lining (gastritis);,,,yes,yes,"Bullet- inflamed stomach lining (gastritis);
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Uncommon (may affect up to 1 in 100 people) side effects:,Bullet- abdominal pain caused by pancreatitis (inflammation of the pancreas);,,,yes,yes,"Bullet- abdominal pain caused by pancreatitis (inflammation of the pancreas);
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Uncommon (may affect up to 1 in 100 people) side effects:,Bullet- inflammation of the gall bladder and/or bile ducts;,,,yes,yes,"Bullet- inflammation of the gall bladder and/or bile ducts;
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Uncommon (may affect up to 1 in 100 people) side effects:,Bullet- yellow skin or eyes (jaundice) caused by high levels of bile pigments (hyperbilirubinaemia) indicating liver damage;,,,yes,yes,"Bullet- yellow skin or eyes (jaundice) caused by high levels of bile pigments (hyperbilirubinaemia) indicating liver damage;
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Uncommon (may affect up to 1 in 100 people) side effects:,Bullet- allergic like reactions (including skin reactions and hives);,,,yes,yes,"Bullet- allergic like reactions (including skin reactions and hives);
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Uncommon (may affect up to 1 in 100 people) side effects:,Bullet- dehydration;,,,yes,yes,"Bullet- dehydration;
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Uncommon (may affect up to 1 in 100 people) side effects:,Bullet- enlarged breasts (gynaecomastia);,,,yes,yes,"Bullet- enlarged breasts (gynaecomastia);
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Uncommon (may affect up to 1 in 100 people) side effects:,Bullet- breathing difficulty (lung disease);,,,yes,yes,"Bullet- breathing difficulty (lung disease);
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Uncommon (may affect up to 1 in 100 people) side effects:,Bullet- eczema;,,,yes,yes,"Bullet- eczema;
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Uncommon (may affect up to 1 in 100 people) side effects:,Bullet- overactive thyroid gland (hyperthyroidism);,,,yes,yes,"Bullet- overactive thyroid gland (hyperthyroidism);
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Uncommon (may affect up to 1 in 100 people) side effects:,Bullet- multiple skin eruptions (erythema multiforme);,,,yes,yes,"Bullet- multiple skin eruptions (erythema multiforme);
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Uncommon (may affect up to 1 in 100 people) side effects:,Bullet- abnormally high blood pressure;,,,yes,yes,"Bullet- abnormally high blood pressure;
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
Uncommon (may affect up to 1 in 100 people) side effects:,Bullet- holes in the gut wall (gastrointestinal perforation);,,,yes,yes,"Bullet- holes in the gut wall (gastrointestinal perforation);
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'United States'}",
